ticker,status,wrote,rows_before,header_stripped,parsed_dt_invalid,cut_weekend,cut_session,rows_after_local,rows_yf,rows_final,range_min,range_max,dup_before,dup_after,removed_all_na_cols,file,error
CAKK.JK,OK,True,17,0,0,0,2,0,62,62,2025-08-13 09:02:00+07:00,2025-08-19 15:26:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CAKK.JK.csv,
CARE.JK,OK,True,80,0,0,0,8,0,466,466,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CARE.JK.csv,
CASH.JK,OK,True,75,0,0,0,5,0,223,223,2025-08-13 09:00:00+07:00,2025-08-19 15:27:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CASH.JK.csv,
CASA.JK,OK,True,32,0,0,0,5,0,423,423,2025-08-13 09:00:00+07:00,2025-08-19 15:27:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CASA.JK.csv,
CBPE.JK,OK,True,23,0,0,0,12,0,92,92,2025-08-13 09:05:00+07:00,2025-08-19 15:18:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CBPE.JK.csv,
CAMP.JK,OK,True,69,0,0,0,3,0,355,355,2025-08-13 09:00:00+07:00,2025-08-19 15:25:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CAMP.JK.csv,
CBUT.JK,OK,True,46,0,0,0,9,0,94,94,2025-08-13 09:00:00+07:00,2025-08-19 15:18:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CBUT.JK.csv,
CASS.JK,OK,True,29,0,0,0,7,0,283,283,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CASS.JK.csv,
CBRE.JK,OK,True,3,0,0,0,3,0,0,0,,,{},{},,emiten/cache_1m/CBRE.JK.csv,
CCSI.JK,OK,True,23,0,0,0,4,0,155,155,2025-08-13 09:01:00+07:00,2025-08-19 15:26:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CCSI.JK.csv,
CDIA.JK,OK,True,232,0,0,0,26,0,1142,1142,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CDIA.JK.csv,
CFIN.JK,OK,True,103,0,0,0,4,0,1142,1142,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CFIN.JK.csv,
CHEK.JK,OK,True,157,0,0,0,6,0,976,976,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CHEK.JK.csv,
CEKA.JK,OK,True,14,0,0,0,3,0,985,985,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CEKA.JK.csv,
CGAS.JK,OK,True,171,0,0,0,9,0,837,837,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CGAS.JK.csv,
CBDK.JK,OK,True,675,0,0,0,9,0,1106,1106,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},Open,emiten/cache_1m/CBDK.JK.csv,
CHEM.JK,OK,True,159,0,0,0,26,0,1093,1093,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CHEM.JK.csv,
CARS.JK,OK,True,106,0,0,0,6,0,1109,1109,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CARS.JK.csv,
CITY.JK,OK,True,122,0,0,0,4,0,685,685,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CITY.JK.csv,
CENT.JK,OK,True,62,0,0,0,5,0,898,898,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CENT.JK.csv,
CITA.JK,OK,True,19,0,0,0,4,0,307,307,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CITA.JK.csv,
CLPI.JK,OK,True,22,0,0,0,5,0,429,429,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CLPI.JK.csv,
CLAY.JK,OK,True,26,0,0,0,10,0,248,248,2025-08-13 09:01:00+07:00,2025-08-19 15:19:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CLAY.JK.csv,
CMNP.JK,OK,True,40,0,0,0,4,0,432,432,2025-08-13 09:01:00+07:00,2025-08-19 15:21:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CMNP.JK.csv,
CMRY.JK,OK,True,99,0,0,0,13,0,569,569,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CMRY.JK.csv,
CINT.JK,OK,True,22,0,0,0,3,0,752,752,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CINT.JK.csv,
CNKO.JK,OK,True,2,0,0,0,1,0,15,15,2025-08-13 09:55:00+07:00,2025-08-19 14:55:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CNKO.JK.csv,
CHIP.JK,OK,True,60,0,0,0,6,54,274,274,2025-08-13 09:00:00+07:00,2025-08-19 15:26:00+07:00,{},{},Adj Close,emiten/cache_1m/CHIP.JK.csv,
CLEO.JK,OK,True,178,0,0,0,4,0,937,937,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CLEO.JK.csv,
CMNT.JK,OK,True,136,0,0,0,5,0,1020,1020,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CMNT.JK.csv,
COIN.JK,OK,True,241,0,0,0,12,0,1141,1141,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/COIN.JK.csv,
CPIN.JK,OK,True,228,0,0,0,7,0,1142,1142,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CPIN.JK.csv,
CRSN.JK,OK,True,326,0,0,0,23,0,729,729,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CRSN.JK.csv,
CPRO.JK,OK,True,109,0,0,0,2,0,914,914,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CPRO.JK.csv,
CMPP.JK,OK,True,3,0,0,0,1,0,14,14,2025-08-13 09:55:00+07:00,2025-08-19 14:55:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CMPP.JK.csv,
CSAP.JK,OK,True,37,0,0,0,4,0,245,245,2025-08-13 09:00:00+07:00,2025-08-19 15:29:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CSAP.JK.csv,
CSMI.JK,OK,True,2,0,0,0,2,0,0,0,,,{},{},Adj Close,emiten/cache_1m/CSMI.JK.csv,
CRAB.JK,OK,True,39,0,0,0,3,0,144,144,2025-08-13 09:00:00+07:00,2025-08-19 15:29:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CRAB.JK.csv,
CSIS.JK,OK,True,174,0,0,0,11,0,683,683,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CSIS.JK.csv,
CNMA.JK,OK,True,100,0,0,0,4,0,1049,1049,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CNMA.JK.csv,
COCO.JK,OK,True,3,0,0,0,3,0,0,0,,,{},{},,emiten/cache_1m/COCO.JK.csv,
CUAN.JK,OK,True,788,0,0,0,27,0,1142,1142,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},Open,emiten/cache_1m/CUAN.JK.csv,
DAAZ.JK,OK,True,58,0,0,0,12,0,383,383,2025-08-13 09:01:00+07:00,2025-08-19 15:27:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DAAZ.JK.csv,
DART.JK,OK,True,18,0,0,0,3,0,476,476,2025-08-13 09:01:00+07:00,2025-08-19 15:27:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DART.JK.csv,
CTBN.JK,OK,True,6,0,0,0,2,0,14,14,2025-08-13 09:55:00+07:00,2025-08-19 14:55:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CTBN.JK.csv,
DATA.JK,OK,True,180,0,0,0,11,0,864,864,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DATA.JK.csv,
DCII.JK,OK,True,2,0,0,0,2,0,208,208,2025-08-13 09:55:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DCII.JK.csv,
DEPO.JK,OK,True,36,0,0,0,3,0,306,306,2025-08-13 09:17:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DEPO.JK.csv,
DEWA.JK,OK,True,736,0,0,0,6,0,1136,1136,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},Open,emiten/cache_1m/DEWA.JK.csv,
CSRA.JK,OK,True,83,0,0,0,10,0,1138,1138,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CSRA.JK.csv,
CYBR.JK,OK,True,198,0,0,0,19,0,968,968,2025-08-13 09:00:00+07:00,2025-08-19 15:24:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CYBR.JK.csv,
DGIK.JK,OK,True,80,0,0,0,5,0,1046,1046,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DGIK.JK.csv,
DGNS.JK,OK,True,29,0,0,0,3,0,178,178,2025-08-13 09:01:00+07:00,2025-08-19 15:25:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DGNS.JK.csv,
DFAM.JK,OK,True,55,0,0,0,4,0,308,308,2025-08-13 09:01:00+07:00,2025-08-19 15:25:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DFAM.JK.csv,
DILD.JK,OK,True,112,0,0,0,6,0,721,721,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DILD.JK.csv,
DAYA.JK,OK,True,16,0,0,0,8,0,748,748,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DAYA.JK.csv,
DKFT.JK,OK,True,235,0,0,0,10,0,1063,1063,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DKFT.JK.csv,
CTRA.JK,OK,True,264,0,0,0,16,0,1140,1140,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/CTRA.JK.csv,
DMAS.JK,OK,True,195,0,0,0,4,0,1065,1065,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DMAS.JK.csv,
DGWG.JK,OK,True,59,0,0,0,6,0,1094,1094,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DGWG.JK.csv,
DMND.JK,OK,True,56,0,0,0,11,45,138,138,2025-08-13 09:00:00+07:00,2025-08-19 15:27:00+07:00,{},{},Adj Close,emiten/cache_1m/DMND.JK.csv,
DLTA.JK,OK,True,8,0,0,0,3,0,294,294,2025-08-13 09:00:00+07:00,2025-08-19 15:28:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DLTA.JK.csv,
DKHH.JK,OK,True,213,0,0,0,24,0,1140,1140,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DKHH.JK.csv,
DNET.JK,OK,True,38,0,0,0,16,0,1140,1140,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DNET.JK.csv,
DOID.JK,OK,True,158,0,0,0,6,0,715,715,2025-08-13 09:00:00+07:00,2025-08-19 15:29:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DOID.JK.csv,
DMMX.JK,OK,True,37,0,0,0,7,0,852,852,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DMMX.JK.csv,
DIVA.JK,OK,True,78,0,0,0,3,0,285,285,2025-08-13 09:00:00+07:00,2025-08-19 15:26:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DIVA.JK.csv,
DPNS.JK,OK,True,9,0,0,0,2,0,393,393,2025-08-13 09:00:00+07:00,2025-08-19 15:27:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DPNS.JK.csv,
DPUM.JK,OK,True,294,0,0,0,24,270,922,922,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},Adj Close,emiten/cache_1m/DPUM.JK.csv,
DOOH.JK,OK,True,229,0,0,0,16,0,1124,1124,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DOOH.JK.csv,
DEWI.JK,OK,True,191,0,0,0,3,0,1131,1131,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DEWI.JK.csv,
DOSS.JK,OK,True,47,0,0,0,5,0,1135,1135,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DOSS.JK.csv,
DUTI.JK,OK,True,3,0,0,0,2,0,11,11,2025-08-13 10:55:00+07:00,2025-08-19 14:55:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DUTI.JK.csv,
DNAR.JK,OK,True,80,0,0,0,6,0,627,627,2025-08-13 09:00:00+07:00,2025-08-19 15:27:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DNAR.JK.csv,
DSSA.JK,OK,True,814,0,0,0,160,0,1138,1138,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},Open,emiten/cache_1m/DSSA.JK.csv,
DWGL.JK,OK,True,10,0,0,0,3,0,1138,1138,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DWGL.JK.csv,
DRMA.JK,OK,True,33,0,0,0,3,0,283,283,2025-08-13 09:03:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DRMA.JK.csv,
DSFI.JK,OK,True,208,0,0,0,6,0,978,978,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DSFI.JK.csv,
DYAN.JK,OK,True,40,0,0,0,2,0,203,203,2025-08-13 09:05:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DYAN.JK.csv,
DVLA.JK,OK,True,15,0,0,0,7,0,271,271,2025-08-13 09:05:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DVLA.JK.csv,
DSNG.JK,OK,True,221,0,0,0,15,0,1092,1092,2025-08-13 09:00:00+07:00,2025-08-19 15:30:00+07:00,{},{},"Open,Adj Close",emiten/cache_1m/DSNG.JK.csv,
