ticker,gran,price,prob_ara_today,prob_ara_today_adj,ara_target_pct,day_roc,prox,coverage,rvol30,cr,breakout,mleft,regime_score
NEST.JK,1m,290.0,36.5,36.5,25.0,0.0,0.0,0.0,1.62,1.0,False,0,0.5
TSPC.JK,1m,2170.0,36.4,36.4,25.0,0.0046,0.019,0.0,1.53,1.0,False,0,0.5
TCPI.JK,1m,5950.0,36.3,36.3,20.0,-0.0083,0.0,0.0,1.59,1.0,False,0,0.5
TBMS.JK,1m,1095.0,36.3,36.3,25.0,-0.0045,0.0,0.004,1.58,1.0,False,0,0.5
PANR.JK,1m,800.0,36.3,36.3,25.0,0.0256,0.103,0.004,1.17,1.0,False,0,0.5
SKBM.JK,1m,366.0,36.3,36.3,25.0,0.011,0.044,0.0,1.41,1.0,False,0,0.5
CARE.JK,1m,284.0,36.3,36.3,25.0,0.0441,0.176,0.0,0.89,1.0,False,0,0.5
BWPT.JK,1m,118.0,36.2,36.2,35.0,-0.0084,0.0,0.0,1.59,1.0,False,0,0.5
NASI.JK,1m,85.0,36.2,36.2,35.0,-0.0116,0.0,0.0,1.58,1.0,False,0,0.5
RUNS.JK,1m,64.0,36.2,36.2,35.0,0.0667,0.19,0.0,0.82,1.0,False,0,0.5
AADI.JK,1m,6950.0,36.1,36.1,20.0,-0.0107,0.0,0.0,1.57,1.0,False,0,0.5
BJBR.JK,1m,790.0,36.1,36.1,25.0,-0.0063,0.0,0.0,1.57,1.0,False,0,0.5
PMUI.JK,1m,123.0,36.1,36.1,35.0,0.0336,0.096,0.0,1.19,1.0,False,0,0.5
EXCL.JK,1m,2910.0,36.0,36.0,25.0,0.0139,0.056,0.0,1.34,1.0,False,0,0.5
DATA.JK,1m,1920.0,36.0,36.0,25.0,-0.0129,0.0,0.0,1.56,1.0,False,0,0.5
TUGU.JK,1m,960.0,36.0,36.0,25.0,-0.0103,0.0,0.0,1.56,1.0,False,0,0.5
TOTL.JK,1m,740.0,36.0,36.0,25.0,0.0068,0.027,0.002,1.44,1.0,False,0,0.5
ADHI.JK,1m,280.0,35.9,35.9,25.0,-0.0278,0.0,0.002,1.55,1.0,False,0,0.5
BINO.JK,1m,116.0,35.9,35.9,35.0,0.045,0.129,0.0,1.04,1.0,False,0,0.5
BOGA.JK,1m,600.0,35.8,35.8,25.0,-0.0083,0.0,0.0,1.54,1.0,False,0,0.5
SAPX.JK,1m,288.0,35.8,35.8,25.0,-0.0336,0.0,0.0,1.54,1.0,False,0,0.5
TRUS.JK,1m,472.0,35.7,35.7,25.0,0.0043,0.017,0.0,1.46,1.0,False,0,0.5
TPIA.JK,1m,9125.0,35.6,35.6,20.0,0.0139,0.069,0.004,1.22,1.0,False,0,0.5
BJTM.JK,1m,515.0,35.6,35.6,25.0,-0.0096,0.0,0.0,1.52,1.0,False,0,0.5
UNIQ.JK,1m,398.0,35.6,35.6,25.0,0.0,0.0,0.0,1.52,1.0,False,0,0.5
BESS.JK,1m,990.0,35.4,35.4,25.0,-0.0149,0.0,0.0,1.49,1.0,False,0,0.5
MIDI.JK,1m,456.0,35.4,35.4,25.0,-0.0298,0.0,0.0,1.49,1.0,False,0,0.5
IDPR.JK,1m,218.0,35.4,35.4,25.0,-0.0091,0.0,0.0,1.49,1.0,False,0,0.5
GOTO.JK,1m,64.0,35.4,35.4,35.0,-0.0448,0.0,0.0,1.49,1.0,False,0,0.5
SNLK.JK,1m,505.0,35.3,35.3,25.0,0.0181,0.073,0.006,1.17,1.0,False,0,0.5
BACA.JK,1m,132.0,35.3,35.3,35.0,0.0,0.0,0.003,1.47,1.0,False,0,0.5
CITA.JK,1m,3980.0,35.0,35.0,25.0,0.0051,0.02,0.001,1.37,1.0,False,0,0.5
SMSM.JK,1m,1905.0,35.0,35.0,25.0,-0.0078,0.0,0.0,1.46,1.0,False,0,0.5
GOLF.JK,1m,214.0,35.0,35.0,25.0,0.019,0.076,0.003,1.14,1.0,False,0,0.5
CAKK.JK,1m,135.0,35.0,35.0,35.0,0.0075,0.021,0.001,1.36,1.0,False,0,0.5
PSKT.JK,1m,64.0,35.0,35.0,35.0,0.0323,0.092,0.0,1.09,1.0,False,0,0.5
BSSR.JK,1m,3900.0,34.9,34.9,25.0,-0.0051,0.0,0.0,1.44,1.0,False,0,0.5
CUAN.JK,1m,1625.0,34.9,34.9,25.0,0.0252,0.101,0.001,1.03,1.0,False,0,0.5
VKTR.JK,1m,85.0,34.9,34.9,35.0,-0.0116,0.0,0.002,1.44,1.0,False,0,0.5
ESTA.JK,1m,65.0,34.8,34.8,35.0,0.0,0.0,0.003,1.42,1.0,False,0,0.5
AMMN.JK,1m,8575.0,34.7,34.7,20.0,0.0118,0.059,0.0,1.18,1.0,False,0,0.5
BUAH.JK,1m,1325.0,34.7,34.7,25.0,-0.0038,0.0,0.002,1.41,1.0,False,0,0.5
MINA.JK,1m,192.0,34.7,34.7,35.0,0.1228,0.351,0.003,0.0,1.0,False,0,0.5
STRK.JK,1m,133.0,34.7,34.7,35.0,-0.0221,0.0,0.001,1.42,1.0,False,0,0.5
AHAP.JK,1m,76.0,34.7,34.7,35.0,-0.0256,0.0,0.007,1.39,1.0,False,0,0.5
BNGA.JK,1m,1730.0,34.6,34.6,25.0,-0.0029,0.0,0.0,1.41,1.0,False,0,0.5
MDIY.JK,1m,1265.0,34.6,34.6,25.0,-0.0039,0.0,0.0,1.4,1.0,False,0,0.5
HRUM.JK,1m,885.0,34.6,34.6,25.0,0.0231,0.092,0.0,1.04,1.0,False,0,0.5
ASPR.JK,1m,100.0,34.6,34.6,35.0,0.0,0.0,0.0,1.41,1.0,False,0,0.5
BAIK.JK,1m,94.0,34.6,34.6,35.0,0.0,0.0,0.0,1.41,1.0,False,0,0.5
KLIN.JK,1m,189.0,34.5,34.5,35.0,-0.0053,0.0,0.0,1.4,1.0,False,0,0.5
GTRA.JK,1m,144.0,34.5,34.5,35.0,0.0213,0.061,0.001,1.15,1.0,False,0,0.5
DAAZ.JK,1m,3410.0,34.4,34.4,25.0,-0.0201,0.0,0.0,1.38,1.0,False,0,0.5
BISI.JK,1m,890.0,34.4,34.4,25.0,-0.0056,0.0,0.0,1.39,1.0,False,0,0.5
OMED.JK,1m,186.0,34.3,34.3,35.0,0.0,0.0,0.0,1.38,1.0,False,0,0.5
KEEN.JK,1m,795.0,34.2,34.2,25.0,0.0,0.0,0.0,1.37,1.0,False,0,0.5
PEVE.JK,1m,440.0,34.1,34.1,25.0,0.0138,0.055,0.001,1.13,1.0,False,0,0.5
DOID.JK,1m,350.0,34.1,34.1,25.0,-0.0223,0.0,0.0,1.35,1.0,False,0,0.5
INOV.JK,1m,89.0,34.1,34.1,35.0,0.0,0.0,0.0,1.35,1.0,False,0,0.5
TIRA.JK,1m,2040.0,33.9,33.9,25.0,-0.0145,0.0,0.0,1.33,1.0,False,0,0.5
ARNA.JK,1m,570.0,33.9,33.9,25.0,-0.0172,0.0,0.0,1.33,1.0,False,0,0.5
MLIA.JK,1m,328.0,33.9,33.9,25.0,0.0061,0.025,0.002,1.23,1.0,False,0,0.5
ASPI.JK,1m,294.0,33.9,33.9,25.0,-0.0134,0.0,0.0,1.34,1.0,False,0,0.5
MMIX.JK,1m,264.0,33.9,33.9,25.0,0.0154,0.062,0.002,1.08,1.0,False,0,0.5
DGIK.JK,1m,98.0,33.9,33.9,35.0,-0.0101,0.0,0.0,1.33,1.0,False,0,0.5
UVCR.JK,1m,74.0,33.9,33.9,35.0,0.0423,0.121,0.003,0.84,1.0,False,0,0.5
CHIP.JK,1m,1340.0,33.8,33.8,25.0,0.0075,0.03,0.001,1.2,1.0,False,0,0.5
CYBR.JK,1m,1050.0,33.8,33.8,25.0,0.0396,0.158,0.006,0.67,1.0,False,0,0.5
HMSP.JK,1m,545.0,33.8,33.8,25.0,-0.018,0.0,0.0,1.32,1.0,False,0,0.5
DEPO.JK,1m,200.0,33.8,33.8,25.0,-0.0099,0.0,0.0,1.31,1.0,False,0,0.5
BKSW.JK,1m,61.0,33.8,33.8,35.0,-0.0161,0.0,0.0,1.32,1.0,False,0,0.5
ENAK.JK,1m,720.0,33.7,33.7,25.0,0.007,0.028,0.004,1.18,1.0,False,0,0.5
BCAP.JK,1m,69.0,33.7,33.7,35.0,-0.0143,0.0,0.005,1.29,1.0,False,0,0.5
MPRO.JK,1m,3150.0,33.6,33.6,25.0,0.0194,0.078,0.0,0.99,1.0,False,0,0.5
RMKO.JK,1m,111.0,33.6,33.6,35.0,-0.0177,0.0,0.0,1.3,1.0,False,0,0.5
SMGA.JK,1m,106.0,33.6,33.6,35.0,-0.0702,0.0,0.0,1.3,1.0,False,0,0.5
BEST.JK,1m,106.0,33.6,33.6,35.0,0.0392,0.112,0.004,0.84,1.0,False,0,0.5
KETR.JK,1m,272.0,33.5,33.5,25.0,-0.0423,0.0,0.0,1.29,1.0,False,0,0.5
SWID.JK,1m,98.0,33.5,33.5,35.0,-0.0392,0.0,0.0,1.28,1.0,False,0,0.5
MPIX.JK,1m,63.0,33.4,33.4,35.0,0.0161,0.046,0.003,1.08,1.0,False,0,0.5
INDF.JK,1m,8025.0,33.3,33.3,20.0,-0.0031,0.0,0.001,1.26,1.0,False,0,0.5
BNLI.JK,1m,3120.0,33.3,33.3,25.0,-0.0158,0.0,0.0,1.27,1.0,False,0,0.5
SMGR.JK,1m,2630.0,33.3,33.3,25.0,-0.0038,0.0,0.0,1.26,1.0,False,0,0.5
SUNI.JK,1m,775.0,33.3,33.3,25.0,0.0,0.0,0.0,1.26,1.0,False,0,0.5
ISSP.JK,1m,392.0,33.3,33.3,25.0,0.0,0.0,0.0,1.27,1.0,False,0,0.5
RISE.JK,1m,1055.0,33.2,33.2,25.0,0.0048,0.019,0.0,1.17,1.0,False,0,0.5
BIKE.JK,1m,820.0,33.2,33.2,25.0,-0.012,0.0,0.0,1.25,1.0,False,0,0.5
ASDM.JK,1m,530.0,33.2,33.2,25.0,-0.0093,0.0,0.0,1.25,1.0,False,0,0.5
BBYB.JK,1m,344.0,33.2,33.2,25.0,-0.0282,0.0,0.0,1.25,1.0,False,0,0.5
PICO.JK,1m,134.0,33.2,33.2,35.0,0.0229,0.065,0.002,0.99,1.0,False,0,0.5
PJAA.JK,1m,474.0,33.0,33.0,25.0,0.0,0.0,0.0,1.23,1.0,False,0,0.5
AKSI.JK,1m,252.0,33.0,33.0,25.0,0.008,0.032,0.0,1.11,1.0,False,0,0.5
BNII.JK,1m,208.0,33.0,33.0,25.0,-0.0095,0.0,0.0,1.23,1.0,False,0,0.5
KSIX.JK,1m,208.0,33.0,33.0,25.0,0.0097,0.039,0.0,1.08,1.0,False,0,0.5
ECII.JK,1m,180.0,32.9,32.9,35.0,-0.011,0.0,0.0,1.21,1.0,False,0,0.5
MDKI.JK,1m,161.0,32.9,32.9,35.0,0.0063,0.018,0.0,1.15,1.0,False,0,0.5
RATU.JK,1m,7350.0,32.8,32.8,20.0,-0.0134,0.0,0.0,1.21,1.0,False,0,0.5
PBID.JK,1m,484.0,32.8,32.8,25.0,0.0041,0.017,0.0,1.14,1.0,False,0,0.5
PSGO.JK,1m,199.0,32.8,32.8,35.0,-0.0149,0.0,0.001,1.2,1.0,False,0,0.5
SURI.JK,1m,113.0,32.8,32.8,35.0,-0.0174,0.0,0.0,1.2,1.0,False,0,0.5
KOCI.JK,1m,59.0,32.8,32.8,35.0,0.0172,0.049,0.0,1.01,1.0,False,0,0.5
PNBN.JK,1m,1160.0,32.7,32.7,25.0,-0.0293,0.0,0.0,1.19,1.0,False,0,0.5
BSDE.JK,1m,895.0,32.7,32.7,25.0,0.017,0.068,0.0,0.92,1.0,False,0,0.5
OBMD.JK,1m,192.0,32.7,32.7,35.0,0.0,0.0,0.0,1.2,1.0,False,0,0.5
MPOW.JK,1m,122.0,32.7,32.7,35.0,0.0,0.0,0.0,1.2,1.0,False,0,0.5
BCIP.JK,1m,93.0,32.7,32.7,35.0,-0.0106,0.0,0.0,1.19,1.0,False,0,0.5
GWSA.JK,1m,157.0,32.6,32.6,35.0,0.0,0.0,0.004,1.17,1.0,False,0,0.5
TMAS.JK,1m,127.0,32.6,32.6,35.0,0.0,0.0,0.0,1.18,1.0,False,0,0.5
TEBE.JK,1m,1135.0,32.5,32.5,25.0,-0.0502,0.0,0.0,1.17,1.0,False,0,0.5
IPCM.JK,1m,296.0,32.5,32.5,25.0,0.0137,0.055,0.002,0.95,1.0,False,0,0.5
TRGU.JK,1m,190.0,32.5,32.5,35.0,0.0326,0.093,0.0,0.8,1.0,False,0,0.5
GZCO.JK,1m,111.0,32.5,32.5,35.0,0.0091,0.026,0.0,1.06,1.0,False,0,0.5
GIAA.JK,1m,72.0,32.5,32.5,35.0,0.0141,0.04,0.0,1.01,1.0,False,0,0.5
BHAT.JK,1m,870.0,32.4,32.4,25.0,0.0175,0.07,0.002,0.87,1.0,False,0,0.5
MYOR.JK,1m,2200.0,32.3,32.3,25.0,-0.0045,0.0,0.001,1.14,1.0,False,0,0.5
APIC.JK,1m,1110.0,32.3,32.3,25.0,0.0,0.0,0.001,1.14,1.0,False,0,0.5
BEEF.JK,1m,286.0,32.3,32.3,25.0,-0.0592,0.0,0.0,1.16,1.0,False,0,0.5
GTBO.JK,1m,186.0,32.3,32.3,35.0,0.0054,0.015,0.001,1.08,1.0,False,0,0.5
CSIS.JK,1m,108.0,32.3,32.3,35.0,-0.0357,0.0,0.002,1.14,1.0,False,0,0.5
CRAB.JK,1m,240.0,32.2,32.2,25.0,0.0,0.0,0.005,1.12,1.0,False,0,0.5
ERTX.JK,1m,102.0,32.2,32.2,35.0,0.0099,0.028,0.002,1.02,1.0,False,0,0.5
RMKE.JK,1m,660.0,32.1,32.1,25.0,-0.0075,0.0,0.0,1.13,1.0,False,0,0.5
PBSA.JK,1m,410.0,32.1,32.1,25.0,0.0049,0.02,0.0,1.05,1.0,False,0,0.5
HELI.JK,1m,252.0,32.1,32.1,25.0,-0.0079,0.0,0.0,1.12,1.0,False,0,0.5
TRJA.JK,1m,141.0,32.1,32.1,35.0,-0.0276,0.0,0.001,1.12,1.0,False,0,0.5
TFAS.JK,1m,129.0,32.1,32.1,35.0,-0.0153,0.0,0.0,1.13,1.0,False,0,0.5
HEXA.JK,1m,5425.0,32.0,32.0,20.0,0.0,0.0,0.0,1.11,1.0,False,0,0.5
BTPS.JK,1m,1505.0,32.0,32.0,25.0,-0.0131,0.0,0.001,1.12,1.0,False,0,0.5
TAPG.JK,1m,1490.0,32.0,32.0,25.0,0.0171,0.068,0.0,0.84,1.0,False,0,0.5
MAIN.JK,1m,650.0,32.0,32.0,25.0,0.04,0.16,0.002,0.47,1.0,False,0,0.5
BMTR.JK,1m,147.0,32.0,32.0,35.0,-0.0068,0.0,0.0,1.11,1.0,False,0,0.5
MCAS.JK,1m,980.0,31.9,31.9,25.0,0.0262,0.105,0.0,0.69,1.0,False,0,0.5
CAMP.JK,1m,210.0,31.8,31.8,25.0,0.0096,0.038,0.003,0.93,1.0,False,0,0.5
MAYA.JK,1m,191.0,31.8,31.8,35.0,-0.0104,0.0,0.001,1.09,1.0,False,0,0.5
CINT.JK,1m,155.0,31.8,31.8,35.0,-0.019,0.0,0.0,1.1,1.0,False,0,0.5
ESSA.JK,1m,585.0,31.7,31.7,25.0,-0.0168,0.0,0.0,1.08,1.0,False,0,0.5
SPMA.JK,1m,278.0,31.7,31.7,25.0,0.0072,0.029,0.0,0.97,1.0,False,0,0.5
VOKS.JK,1m,198.0,31.7,31.7,35.0,0.0102,0.029,0.001,0.97,1.0,False,0,0.5
LSIP.JK,1m,1370.0,31.6,31.6,25.0,0.0074,0.029,0.0,0.96,1.0,False,0,0.5
PEHA.JK,1m,342.0,31.6,31.6,25.0,0.0059,0.024,0.002,0.97,1.0,False,0,0.5
ELIT.JK,1m,188.0,31.6,31.6,35.0,-0.0105,0.0,0.0,1.06,1.0,False,0,0.5
CSAP.JK,1m,268.0,31.5,31.5,25.0,-0.0074,0.0,0.002,1.05,1.0,False,0,0.5
KOBX.JK,1m,139.0,31.5,31.5,35.0,-0.0071,0.0,0.0,1.06,1.0,False,0,0.5
BPTR.JK,1m,98.0,31.5,31.5,35.0,-0.0101,0.0,0.004,1.05,1.0,False,0,0.5
VTNY.JK,1m,92.0,31.5,31.5,35.0,0.0337,0.096,0.005,0.66,1.0,False,0,0.5
LPCK.JK,1m,505.0,31.4,31.4,25.0,-0.0098,0.0,0.0,1.04,1.0,False,0,0.5
OKAS.JK,1m,208.0,31.4,31.4,25.0,0.0097,0.039,0.0,0.89,1.0,False,0,0.5
DART.JK,1m,158.0,31.4,31.4,35.0,0.0064,0.018,0.001,0.97,1.0,False,0,0.5
WEHA.JK,1m,117.0,31.4,31.4,35.0,0.0174,0.05,0.002,0.84,1.0,False,0,0.5
PRIM.JK,1m,66.0,31.4,31.4,35.0,0.0312,0.089,0.0,0.69,1.0,False,0,0.5
AKRA.JK,1m,1280.0,31.3,31.3,25.0,0.0,0.0,0.0,1.03,1.0,False,0,0.5
BRRC.JK,1m,79.0,31.3,31.3,35.0,-0.0706,0.0,0.0,1.03,1.0,False,0,0.5
BREN.JK,1m,9100.0,31.2,31.2,20.0,-0.0082,0.0,0.0,1.02,1.0,False,0,0.5
SIMP.JK,1m,625.0,31.2,31.2,25.0,0.0081,0.032,0.0,0.89,1.0,False,0,0.5
GOLD.JK,1m,252.0,31.2,31.2,25.0,0.0,0.0,0.0,1.02,1.0,False,0,0.5
BGTG.JK,1m,83.0,31.2,31.2,35.0,-0.0235,0.0,0.0,1.02,1.0,False,0,0.5
CASS.JK,1m,2330.0,31.1,31.1,25.0,-0.0085,0.0,0.0,1.01,1.0,False,0,0.5
JPFA.JK,1m,1565.0,31.1,31.1,25.0,-0.0032,0.0,0.0,1.01,1.0,False,0,0.5
LPPS.JK,1m,58.0,31.1,31.1,35.0,-0.0169,0.0,0.0,1.01,1.0,False,0,0.5
ARTA.JK,1m,3610.0,31.0,31.0,25.0,-0.0296,0.0,0.0,1.0,1.0,False,0,0.5
SCCO.JK,1m,2290.0,31.0,31.0,25.0,0.0133,0.053,0.0,0.79,1.0,False,0,0.5
CASA.JK,1m,1100.0,31.0,31.0,25.0,0.0092,0.037,0.0,0.85,1.0,False,0,0.5
WTON.JK,1m,101.0,31.0,31.0,35.0,-0.0098,0.0,0.0,1.0,1.0,False,0,0.5
BTPN.JK,1m,2100.0,30.9,30.9,25.0,-0.0187,0.0,0.0,0.99,1.0,False,0,0.5
PGAS.JK,1m,1680.0,30.9,30.9,25.0,0.0,0.0,0.001,0.99,1.0,False,0,0.5
FWCT.JK,1m,152.0,30.9,30.9,35.0,-0.044,0.0,0.0,0.98,1.0,False,0,0.5
JAYA.JK,1m,95.0,30.9,30.9,35.0,0.0,0.0,0.0,0.99,1.0,False,0,0.5
GRIA.JK,1m,93.0,30.9,30.9,35.0,-0.0106,0.0,0.0,0.99,1.0,False,0,0.5
MPMX.JK,1m,965.0,30.8,30.8,25.0,0.0,0.0,0.0,0.98,1.0,False,0,0.5
CLEO.JK,1m,595.0,30.8,30.8,25.0,-0.0246,0.0,0.0,0.98,1.0,False,0,0.5
ACES.JK,1m,480.0,30.8,30.8,25.0,0.0,0.0,0.0,0.98,1.0,False,0,0.5
GDST.JK,1m,108.0,30.8,30.8,35.0,0.0,0.0,0.002,0.97,1.0,False,0,0.5
TOOL.JK,1m,54.0,30.8,30.8,35.0,0.0385,0.11,0.0,0.54,1.0,False,0,0.5
BNBA.JK,1m,805.0,30.7,30.7,25.0,-0.0417,0.0,0.0,0.96,1.0,False,0,0.5
ERAA.JK,1m,466.0,30.7,30.7,25.0,-0.0127,0.0,0.0,0.97,1.0,False,0,0.5
SKRN.JK,1m,400.0,30.7,30.7,25.0,0.0,0.0,0.0,0.96,1.0,False,0,0.5
ERAL.JK,1m,344.0,30.7,30.7,25.0,-0.0115,0.0,0.0,0.96,1.0,False,0,0.5
UNVR.JK,1m,1785.0,30.6,30.6,25.0,-0.0111,0.0,0.0,0.95,1.0,False,0,0.5
SMBR.JK,1m,302.0,30.6,30.6,25.0,0.0067,0.027,0.0,0.85,1.0,False,0,0.5
PPRI.JK,1m,226.0,30.6,30.6,25.0,-0.0342,0.0,0.0,0.95,1.0,False,0,0.5
GHON.JK,1m,1600.0,30.5,30.5,25.0,0.0095,0.038,0.002,0.78,1.0,False,0,0.5
CBUT.JK,1m,1250.0,30.5,30.5,25.0,-0.004,0.0,0.0,0.94,1.0,False,0,0.5
MTDL.JK,1m,590.0,30.5,30.5,25.0,-0.0084,0.0,0.002,0.94,1.0,False,0,0.5
JTPE.JK,1m,274.0,30.5,30.5,25.0,-0.0214,0.0,0.0,0.94,1.0,False,0,0.5
SATU.JK,1m,234.0,30.5,30.5,25.0,-0.0085,0.0,0.0,0.95,1.0,False,0,0.5
NETV.JK,1m,144.0,30.5,30.5,35.0,-0.0069,0.0,0.001,0.94,1.0,False,0,0.5
CGAS.JK,1m,118.0,30.5,30.5,35.0,-0.0084,0.0,0.0,0.94,1.0,False,0,0.5
BEER.JK,1m,104.0,30.5,30.5,35.0,0.0196,0.056,0.002,0.71,1.0,False,0,0.5
PNGO.JK,1m,2450.0,30.4,30.4,25.0,-0.0278,0.0,0.002,0.92,1.0,False,0,0.5
ZONE.JK,1m,745.0,30.4,30.4,25.0,0.0,0.0,0.0,0.93,1.0,False,0,0.5
SPTO.JK,1m,660.0,30.4,30.4,25.0,0.0,0.0,0.0,0.93,1.0,False,0,0.5
PRDA.JK,1m,2790.0,30.3,30.3,25.0,-0.0036,0.0,0.0,0.92,1.0,False,0,0.5
IKBI.JK,1m,476.0,30.3,30.3,25.0,0.0,0.0,0.0,0.92,1.0,False,0,0.5
KMTR.JK,1m,270.0,30.3,30.3,25.0,0.0,0.0,0.0,0.92,1.0,False,0,0.5
PTRO.JK,1m,3910.0,30.2,30.2,25.0,0.0,0.0,0.0,0.9,1.0,False,0,0.5
SONA.JK,1m,3650.0,30.2,30.2,25.0,0.0083,0.033,0.0,0.78,1.0,False,0,0.5
MAPB.JK,1m,1780.0,30.2,30.2,25.0,0.0349,0.14,0.0,0.34,1.0,False,0,0.5
JARR.JK,1m,700.0,30.2,30.2,25.0,-0.0141,0.0,0.002,0.9,1.0,False,0,0.5
MERI.JK,1m,288.0,30.2,30.2,25.0,0.0141,0.056,0.002,0.68,1.0,False,0,0.5
LEAD.JK,1m,71.0,30.2,30.2,35.0,0.0,0.0,0.0,0.9,1.0,False,0,0.5
PACK.JK,1m,3930.0,30.1,30.1,25.0,0.0,0.0,0.0,0.89,1.0,False,0,0.5
INTD.JK,1m,188.0,30.1,30.1,35.0,-0.0157,0.0,0.0,0.89,1.0,False,0,0.5
BKSL.JK,1m,152.0,30.1,30.1,35.0,0.027,0.077,0.004,0.56,1.0,False,0,0.5
SICO.JK,1m,111.0,30.1,30.1,35.0,-0.0177,0.0,0.0,0.89,1.0,False,0,0.5
BUMI.JK,1m,108.0,30.1,30.1,35.0,-0.027,0.0,0.0,0.9,1.0,False,0,0.5
KOKA.JK,1m,101.0,30.1,30.1,35.0,-0.0472,0.0,0.0,0.9,1.0,False,0,0.5
LUCY.JK,1m,73.0,30.1,30.1,35.0,0.0139,0.04,0.0,0.73,1.0,False,0,0.5
KRYA.JK,1m,244.0,30.0,30.0,25.0,-0.0687,0.0,0.0,0.88,1.0,False,0,0.5
HAIS.JK,1m,191.0,30.0,30.0,35.0,0.0053,0.015,0.0,0.83,1.0,False,0,0.5
CITY.JK,1m,110.0,30.0,30.0,35.0,-0.0265,0.0,0.002,0.88,1.0,False,0,0.5
MLBI.JK,1m,6100.0,29.9,29.9,20.0,0.0,0.0,0.0,0.87,1.0,False,0,0.5
NICL.JK,1m,1015.0,29.9,29.9,25.0,0.005,0.02,0.001,0.78,1.0,False,0,0.5
EMTK.JK,1m,975.0,29.9,29.9,25.0,0.0156,0.062,0.001,0.61,1.0,False,0,0.5
BDKR.JK,1m,157.0,29.9,29.9,35.0,0.0,0.0,0.002,0.86,1.0,False,0,0.5
KLAS.JK,1m,146.0,29.9,29.9,35.0,-0.0135,0.0,0.0,0.87,1.0,False,0,0.5
MLPL.JK,1m,123.0,29.9,29.9,35.0,0.0336,0.096,0.0,0.49,1.0,False,0,0.5
DNAR.JK,1m,120.0,29.9,29.9,35.0,-0.0244,0.0,0.0,0.87,1.0,False,0,0.5
AYLS.JK,1m,104.0,29.9,29.9,35.0,0.0097,0.028,0.0,0.76,1.0,False,0,0.5
CBDK.JK,1m,5900.0,29.8,29.8,20.0,-0.0084,0.0,0.001,0.86,1.0,False,0,0.5
