ticker,gran,price,prob_ara_tomorrow,prob_ara_tomorrow_adj,ara_target_pct,day_roc,prox,rvol60,cr,obv_up,virgin_hint,regime_score
INAI.JK,1m,158.0,60.2,60.2,35.0,0.0,0.0,0.64,1.0,True,False,0.5
CITY.JK,1m,110.0,60.2,60.2,35.0,-0.0265,0.0,0.64,1.0,True,False,0.5
SGER.JK,1m,334.0,60.1,60.1,25.0,-0.0118,0.0,0.63,1.0,True,False,0.5
BYAN.JK,1m,18300.0,59.9,59.9,20.0,0.0,0.0,3.38,1.0,False,False,0.5
DAAZ.JK,1m,3410.0,59.9,59.9,25.0,-0.0201,0.0,3.95,1.0,False,False,0.5
MEGA.JK,1m,3290.0,59.9,59.9,25.0,-0.015,0.0,5.7,1.0,False,False,0.5
SGRO.JK,1m,2960.0,59.9,59.9,25.0,-0.01,0.0,6.16,1.0,False,False,0.5
TCID.JK,1m,2450.0,59.9,59.9,25.0,-0.02,0.0,6.57,1.0,False,False,0.5
ISAT.JK,1m,2260.0,59.9,59.9,25.0,-0.0259,0.0,3.8,1.0,False,False,0.5
DLTA.JK,1m,1990.0,59.9,59.9,25.0,-0.0149,0.0,5.65,1.0,False,False,0.5
ASSA.JK,1m,905.0,59.9,59.9,25.0,-0.0573,0.0,3.84,1.0,False,False,0.5
BUKK.JK,1m,825.0,59.9,59.9,25.0,0.0,0.0,3.74,1.0,False,False,0.5
BNBA.JK,1m,805.0,59.9,59.9,25.0,-0.0417,0.0,3.47,1.0,False,False,0.5
CSRA.JK,1m,720.0,59.9,59.9,25.0,-0.027,0.0,0.6,1.0,True,False,0.5
AMOR.JK,1m,505.0,59.9,59.9,25.0,0.0,0.0,9.83,1.0,False,False,0.5
MICE.JK,1m,496.0,59.9,59.9,25.0,-0.0178,0.0,5.07,1.0,False,False,0.5
MSIN.JK,1m,488.0,59.9,59.9,25.0,-0.0041,0.0,0.6,1.0,True,False,0.5
IRRA.JK,1m,428.0,59.9,59.9,25.0,-0.0093,0.0,3.36,1.0,False,False,0.5
HERO.JK,1m,406.0,59.9,59.9,25.0,-0.0098,0.0,5.49,1.0,False,False,0.5
PSSI.JK,1m,346.0,59.9,59.9,25.0,0.0,0.0,5.21,1.0,False,False,0.5
BLUE.JK,1m,312.0,59.9,59.9,25.0,-0.0064,0.0,25.14,1.0,False,False,0.5
ARII.JK,1m,262.0,59.9,59.9,25.0,-0.0076,0.0,5.42,1.0,False,False,0.5
MAYA.JK,1m,191.0,59.9,59.9,35.0,-0.0104,0.0,3.24,1.0,False,False,0.5
UFOE.JK,1m,171.0,59.9,59.9,35.0,-0.0058,0.0,10.58,1.0,False,False,0.5
SMLE.JK,1m,147.0,59.9,59.9,35.0,0.0,0.0,3.64,1.0,False,False,0.5
TRJA.JK,1m,141.0,59.9,59.9,35.0,-0.0276,0.0,3.47,1.0,False,False,0.5
URBN.JK,1m,129.0,59.9,59.9,35.0,-0.0227,0.0,4.31,1.0,False,False,0.5
TYRE.JK,1m,127.0,59.9,59.9,35.0,0.0,0.0,4.33,1.0,False,False,0.5
DNAR.JK,1m,120.0,59.9,59.9,35.0,-0.0244,0.0,5.8,1.0,False,False,0.5
BWPT.JK,1m,118.0,59.9,59.9,35.0,-0.0084,0.0,3.19,1.0,False,False,0.5
PPRE.JK,1m,118.0,59.9,59.9,35.0,-0.1061,0.0,12.56,1.0,False,False,0.5
PPGL.JK,1m,108.0,59.9,59.9,35.0,-0.0092,0.0,3.35,1.0,False,False,0.5
PIPA.JK,1m,87.0,59.9,59.9,35.0,-0.13,0.0,3.95,1.0,False,False,0.5
PNBS.JK,1m,50.0,59.9,59.9,35.0,0.0,0.0,92.51,1.0,False,False,0.5
JARR.JK,1m,700.0,59.8,59.8,25.0,-0.0141,0.0,0.59,1.0,True,False,0.5
HYGN.JK,1m,153.0,59.8,59.8,35.0,-0.0065,0.0,0.59,1.0,True,False,0.5
APLN.JK,1m,105.0,59.8,59.8,35.0,0.0,0.0,2.99,1.0,False,False,0.5
AEGS.JK,1m,53.0,59.7,59.7,35.0,0.0,0.0,0.58,1.0,True,False,0.5
KKGI.JK,1m,332.0,59.6,59.6,25.0,-0.0119,0.0,0.56,1.0,True,False,0.5
SOLA.JK,1m,173.0,59.6,59.6,35.0,0.0117,0.033,0.41,1.0,True,False,0.5
MBAP.JK,1m,1650.0,59.5,59.5,25.0,-0.006,0.0,0.56,1.0,True,False,0.5
TBLA.JK,1m,745.0,59.5,59.5,25.0,0.0,0.0,0.56,1.0,True,False,0.5
CASS.JK,1m,2330.0,59.2,59.2,25.0,-0.0085,0.0,0.52,1.0,True,False,0.5
DOOH.JK,1m,146.0,59.2,59.2,35.0,-0.0759,0.0,2.91,1.0,False,False,0.5
KJEN.JK,1m,109.0,59.2,59.2,35.0,0.0283,0.081,2.55,1.0,False,False,0.5
LPKR.JK,1m,91.0,59.0,59.0,35.0,0.0,0.0,0.49,1.0,True,False,0.5
JSPT.JK,1m,4000.0,58.8,58.8,25.0,-0.0244,0.0,2.86,1.0,False,False,0.5
SPTO.JK,1m,660.0,58.8,58.8,25.0,0.0,0.0,0.47,1.0,True,False,0.5
BFIN.JK,1m,880.0,58.7,58.7,25.0,-0.0168,0.0,0.46,1.0,True,False,0.5
MAPI.JK,1m,1250.0,58.6,58.6,25.0,0.0331,0.132,2.24,1.0,False,False,0.5
BMTR.JK,1m,147.0,58.6,58.6,35.0,-0.0068,0.0,0.45,1.0,True,False,0.5
BDKR.JK,1m,157.0,58.4,58.4,35.0,0.0,0.0,0.42,1.0,True,False,0.5
BGTG.JK,1m,83.0,58.4,58.4,35.0,-0.0235,0.0,0.41,1.0,True,False,0.5
MSKY.JK,1m,78.0,58.4,58.4,35.0,-0.025,0.0,0.41,1.0,True,False,0.5
DKFT.JK,1m,835.0,58.3,58.3,25.0,-0.006,0.0,0.4,1.0,True,False,0.5
AYAM.JK,1m,171.0,58.3,58.3,35.0,0.0118,0.034,0.25,1.0,True,False,0.5
SCMA.JK,1m,240.0,57.9,57.9,25.0,0.0,0.0,0.36,1.0,True,False,0.5
INDY.JK,1m,1400.0,57.6,57.6,25.0,0.0294,0.118,2.19,1.0,False,False,0.5
NISP.JK,1m,1385.0,57.5,57.5,25.0,-0.0036,0.0,0.31,1.0,True,False,0.5
SURE.JK,1m,3420.0,57.1,57.1,25.0,0.0059,0.024,0.15,1.0,True,False,0.5
CENT.JK,1m,100.0,57.1,57.1,35.0,-0.0099,0.0,0.26,1.0,True,False,0.5
BSML.JK,1m,105.0,56.8,56.8,35.0,-0.0094,0.0,2.62,1.0,False,False,0.5
BBKP.JK,1m,62.0,56.8,56.8,35.0,-0.0159,0.0,0.22,1.0,True,False,0.5
BABP.JK,1m,53.0,56.8,56.8,35.0,-0.0185,0.0,0.22,1.0,True,False,0.5
DSFI.JK,1m,84.0,56.4,56.4,35.0,-0.0118,0.0,0.18,1.0,True,False,0.5
PWON.JK,1m,390.0,56.3,56.3,25.0,0.0104,0.041,2.37,1.0,False,False,0.5
SMSM.JK,1m,1905.0,56.1,56.1,25.0,-0.0078,0.0,2.53,1.0,False,False,0.5
BULL.JK,1m,170.0,56.0,56.0,35.0,-0.0503,0.0,0.12,1.0,True,False,0.5
ASPI.JK,1m,294.0,55.8,55.8,25.0,-0.0134,0.0,2.5,1.0,False,False,0.5
ELSA.JK,1m,484.0,55.7,55.7,25.0,0.0,0.0,2.49,1.0,False,False,0.5
NIKL.JK,1m,234.0,55.7,55.7,25.0,-0.025,0.0,2.49,1.0,False,False,0.5
FAPA.JK,1m,5725.0,55.5,55.5,20.0,0.0088,0.044,2.27,1.0,False,False,0.5
MDKI.JK,1m,161.0,55.5,55.5,35.0,0.0063,0.018,2.38,1.0,False,False,0.5
UNSP.JK,1m,133.0,55.4,55.4,35.0,0.0391,0.112,1.95,1.0,False,False,0.5
OILS.JK,1m,140.0,55.3,55.3,35.0,0.037,0.106,1.96,1.0,False,False,0.5
DMMX.JK,1m,346.0,55.2,55.2,25.0,-0.0335,0.0,2.43,1.0,False,False,0.5
DSSA.JK,1m,86700.0,55.0,55.0,20.0,0.0285,0.142,1.76,1.0,False,False,0.5
ROTI.JK,1m,810.0,54.7,54.7,25.0,0.0,0.0,2.36,1.0,False,False,0.5
LUCK.JK,1m,83.0,54.7,54.7,35.0,0.0,0.0,2.37,1.0,False,False,0.5
PNIN.JK,1m,915.0,54.5,54.5,25.0,-0.0054,0.0,2.35,1.0,False,False,0.5
GPRA.JK,1m,148.0,54.5,54.5,35.0,-0.039,0.0,2.34,1.0,False,False,0.5
PEVE.JK,1m,440.0,54.4,54.4,25.0,0.0138,0.055,2.08,1.0,False,False,0.5
KINO.JK,1m,1095.0,54.0,54.0,25.0,-0.0045,0.0,2.28,1.0,False,False,0.5
AISA.JK,1m,127.0,54.0,54.0,35.0,0.0,0.0,2.28,1.0,False,False,0.5
KUAS.JK,1m,71.0,54.0,54.0,35.0,0.0,0.0,2.28,1.0,False,False,0.5
BBYB.JK,1m,344.0,53.9,53.9,25.0,-0.0282,0.0,2.27,1.0,False,False,0.5
VISI.JK,1m,138.0,53.6,53.6,35.0,-0.0143,0.0,2.24,1.0,False,False,0.5
PEGE.JK,1m,115.0,53.6,53.6,35.0,-0.0171,0.0,2.24,1.0,False,False,0.5
ULTJ.JK,1m,1280.0,52.8,52.8,25.0,0.0,0.0,2.14,1.0,False,False,0.5
LPGI.JK,1m,426.0,52.7,52.7,25.0,0.0143,0.057,1.87,1.0,False,False,0.5
SMGA.JK,1m,106.0,52.7,52.7,35.0,-0.0702,0.0,2.13,1.0,False,False,0.5
WGSH.JK,1m,175.0,52.5,52.5,35.0,-0.0113,0.0,2.11,1.0,False,False,0.5
PTPS.JK,1m,158.0,52.5,52.5,35.0,0.0064,0.018,2.02,1.0,False,False,0.5
PMUI.JK,1m,123.0,52.5,52.5,35.0,0.0336,0.096,1.67,1.0,False,False,0.5
SBMA.JK,1m,122.0,52.4,52.4,35.0,0.0,0.0,2.09,1.0,False,False,0.5
LPIN.JK,1m,396.0,52.3,52.3,25.0,0.0,0.0,2.07,1.0,False,False,0.5
ARNA.JK,1m,570.0,52.1,52.1,25.0,-0.0172,0.0,2.05,1.0,False,False,0.5
EKAD.JK,1m,183.0,52.0,52.0,35.0,-0.0054,0.0,2.04,1.0,False,False,0.5
TRON.JK,1m,98.0,51.9,51.9,35.0,-0.0101,0.0,2.03,1.0,False,False,0.5
JSMR.JK,1m,3600.0,51.8,51.8,25.0,-0.0217,0.0,2.02,1.0,False,False,0.5
BEEF.JK,1m,286.0,51.8,51.8,25.0,-0.0592,0.0,2.02,1.0,False,False,0.5
SAFE.JK,1m,204.0,51.8,51.8,25.0,0.0,0.0,2.02,1.0,False,False,0.5
AMAN.JK,1m,113.0,51.8,51.8,35.0,-0.0174,0.0,2.02,1.0,False,False,0.5
BAYU.JK,1m,1300.0,51.5,51.5,25.0,0.0039,0.015,1.91,1.0,False,False,0.5
BACA.JK,1m,132.0,51.2,51.2,35.0,0.0,0.0,1.95,1.0,False,False,0.5
MPOW.JK,1m,122.0,51.2,51.2,35.0,0.0,0.0,1.95,1.0,False,False,0.5
RGAS.JK,1m,113.0,51.0,51.0,35.0,0.018,0.051,1.69,1.0,False,False,0.5
BKSW.JK,1m,61.0,51.0,51.0,35.0,-0.0161,0.0,1.92,1.0,False,False,0.5
ACES.JK,1m,480.0,50.9,50.9,25.0,0.0,0.0,1.9,1.0,False,False,0.5
ATIC.JK,1m,406.0,50.9,50.9,25.0,-0.0049,0.0,1.9,1.0,False,False,0.5
GULA.JK,1m,260.0,50.9,50.9,25.0,0.0078,0.031,1.76,1.0,False,False,0.5
BSSR.JK,1m,3900.0,50.7,50.7,25.0,-0.0051,0.0,1.88,1.0,False,False,0.5
JECC.JK,1m,855.0,50.7,50.7,25.0,0.024,0.096,1.45,1.0,False,False,0.5
WINS.JK,1m,394.0,50.7,50.7,25.0,-0.0296,0.0,1.88,1.0,False,False,0.5
KLIN.JK,1m,189.0,50.7,50.7,35.0,-0.0053,0.0,1.89,1.0,False,False,0.5
JAST.JK,1m,91.0,50.7,50.7,35.0,-0.0619,0.0,1.89,1.0,False,False,0.5
LABS.JK,1m,139.0,50.6,50.6,35.0,0.0072,0.021,1.78,1.0,False,False,0.5
BNGA.JK,1m,1730.0,50.5,50.5,25.0,-0.0029,0.0,1.86,1.0,False,False,0.5
RSCH.JK,1m,386.0,50.4,50.4,25.0,0.0,0.0,1.85,1.0,False,False,0.5
PNLF.JK,1m,262.0,50.2,50.2,25.0,-0.0224,0.0,1.82,1.0,False,False,0.5
IDEA.JK,1m,90.0,50.2,50.2,35.0,0.0465,0.133,1.23,1.0,False,False,0.5
INCI.JK,1m,595.0,50.1,50.1,25.0,0.0085,0.034,1.66,1.0,False,False,0.5
GOLF.JK,1m,214.0,50.1,50.1,25.0,0.019,0.076,1.47,1.0,False,False,0.5
MCOL.JK,1m,4000.0,49.9,49.9,25.0,-0.0025,0.0,1.78,1.0,False,False,0.5
RAJA.JK,1m,2970.0,49.8,49.8,25.0,-0.045,0.0,1.78,1.0,False,False,0.5
LTLS.JK,1m,860.0,49.7,49.7,25.0,-0.0171,0.0,1.76,1.0,False,False,0.5
TPMA.JK,1m,595.0,49.7,49.7,25.0,0.0085,0.034,1.61,1.0,False,False,0.5
NETV.JK,1m,144.0,49.7,49.7,35.0,-0.0069,0.0,1.76,1.0,False,False,0.5
HELI.JK,1m,252.0,49.6,49.6,25.0,-0.0079,0.0,1.76,1.0,False,False,0.5
HBAT.JK,1m,98.0,49.6,49.6,35.0,-0.0392,0.0,1.76,1.0,False,False,0.5
ADRO.JK,1m,1830.0,49.5,49.5,25.0,-0.0317,0.0,1.74,1.0,False,False,0.5
MTLA.JK,1m,446.0,49.5,49.5,25.0,0.009,0.036,1.57,1.0,False,False,0.5
KSIX.JK,1m,208.0,49.4,49.4,25.0,0.0097,0.039,1.56,1.0,False,False,0.5
ITMG.JK,1m,22475.0,49.2,49.2,20.0,-0.0033,0.0,1.71,1.0,False,False,0.5
OASA.JK,1m,191.0,49.1,49.1,35.0,-0.0354,0.0,1.69,1.0,False,False,0.5
MAHA.JK,1m,137.0,49.1,49.1,35.0,-0.0144,0.0,1.69,1.0,False,False,0.5
ARTA.JK,1m,3610.0,49.0,49.0,25.0,-0.0296,0.0,1.69,1.0,False,False,0.5
STAA.JK,1m,1010.0,49.0,49.0,25.0,0.0202,0.081,1.31,1.0,False,False,0.5
LAPD.JK,1m,99.0,48.9,48.9,35.0,-0.01,0.0,1.66,1.0,False,False,0.5
RISE.JK,1m,1055.0,48.8,48.8,25.0,0.0048,0.019,1.58,1.0,False,False,0.5
IKBI.JK,1m,476.0,48.8,48.8,25.0,0.0,0.0,1.66,1.0,False,False,0.5
TKIM.JK,1m,7150.0,48.7,48.7,20.0,-0.0305,0.0,1.65,1.0,False,False,0.5
AADI.JK,1m,6950.0,48.7,48.7,20.0,-0.0107,0.0,1.65,1.0,False,False,0.5
ARTO.JK,1m,2160.0,48.6,48.6,25.0,-0.04,0.0,1.64,1.0,False,False,0.5
BISI.JK,1m,890.0,48.6,48.6,25.0,-0.0056,0.0,1.63,1.0,False,False,0.5
SIDO.JK,1m,520.0,48.4,48.4,25.0,0.0,0.0,1.61,1.0,False,False,0.5
CPRO.JK,1m,51.0,48.4,48.4,35.0,-0.0192,0.0,1.61,1.0,False,False,0.5
MINA.JK,1m,192.0,48.2,48.2,35.0,0.1228,0.351,0.0,1.0,False,False,0.5
WIIM.JK,1m,810.0,47.9,47.9,25.0,0.0062,0.025,1.44,1.0,False,False,0.5
TCPI.JK,1m,5950.0,47.8,47.8,20.0,-0.0083,0.0,1.54,1.0,False,False,0.5
TRUS.JK,1m,472.0,47.8,47.8,25.0,0.0043,0.017,1.46,1.0,False,False,0.5
ELPI.JK,1m,318.0,47.7,47.7,25.0,-0.0185,0.0,1.52,1.0,False,False,0.5
MSJA.JK,1m,306.0,47.7,47.7,25.0,0.0066,0.026,1.4,1.0,False,False,0.5
CARE.JK,1m,284.0,47.6,47.6,25.0,0.0441,0.176,0.72,1.0,False,False,0.5
ITIC.JK,1m,216.0,47.6,47.6,25.0,0.0093,0.037,1.35,1.0,False,False,0.5
TOOL.JK,1m,54.0,47.6,47.6,35.0,0.0385,0.11,1.02,1.0,False,False,0.5
CRAB.JK,1m,240.0,47.5,47.5,25.0,0.0,0.0,1.5,1.0,False,False,0.5
DGIK.JK,1m,98.0,47.5,47.5,35.0,-0.0101,0.0,1.5,1.0,False,False,0.5
PSKT.JK,1m,64.0,47.5,47.5,35.0,0.0323,0.092,1.09,1.0,False,False,0.5
INKP.JK,1m,8000.0,47.4,47.4,20.0,-0.0448,0.0,1.49,1.0,False,False,0.5
SMGR.JK,1m,2630.0,47.4,47.4,25.0,-0.0038,0.0,1.48,1.0,False,False,0.5
CGAS.JK,1m,118.0,47.3,47.3,35.0,-0.0084,0.0,1.47,1.0,False,False,0.5
CMNP.JK,1m,1310.0,47.2,47.2,25.0,0.0038,0.015,1.4,1.0,False,False,0.5
WOOD.JK,1m,386.0,47.2,47.2,25.0,-0.0203,0.0,1.46,1.0,False,False,0.5
BJBR.JK,1m,790.0,47.1,47.1,25.0,-0.0063,0.0,1.45,1.0,False,False,0.5
CAKK.JK,1m,135.0,47.1,47.1,35.0,0.0075,0.021,1.36,1.0,False,False,0.5
INDX.JK,1m,92.0,47.1,47.1,35.0,0.0,0.0,1.46,1.0,False,False,0.5
ADHI.JK,1m,280.0,46.9,46.9,25.0,-0.0278,0.0,1.43,1.0,False,False,0.5
MITI.JK,1m,183.0,46.6,46.6,35.0,-0.0108,0.0,1.39,1.0,False,False,0.5
CASH.JK,1m,70.0,46.6,46.6,35.0,0.0145,0.041,1.21,1.0,False,False,0.5
BRIS.JK,1m,2770.0,46.5,46.5,25.0,-0.0142,0.0,1.38,1.0,False,False,0.5
TSPC.JK,1m,2170.0,46.4,46.4,25.0,0.0046,0.019,1.28,1.0,False,False,0.5
AGRO.JK,1m,240.0,46.4,46.4,25.0,-0.0625,0.0,1.36,1.0,False,False,0.5
SDPC.JK,1m,131.0,46.4,46.4,35.0,0.0077,0.022,1.27,1.0,False,False,0.5
FITT.JK,1m,222.0,46.3,46.3,25.0,-0.0672,0.0,1.36,1.0,False,False,0.5
TMAS.JK,1m,127.0,46.3,46.3,35.0,0.0,0.0,1.35,1.0,False,False,0.5
BIKE.JK,1m,820.0,46.2,46.2,25.0,-0.012,0.0,1.34,1.0,False,False,0.5
ANJT.JK,1m,1750.0,46.1,46.1,25.0,-0.0057,0.0,1.33,1.0,False,False,0.5
HEXA.JK,1m,5425.0,46.0,46.0,20.0,0.0,0.0,1.32,1.0,False,False,0.5
TBMS.JK,1m,1095.0,46.0,46.0,25.0,-0.0045,0.0,1.31,1.0,False,False,0.5
INET.JK,1m,268.0,46.0,46.0,25.0,-0.0629,0.0,1.31,1.0,False,False,0.5
OMED.JK,1m,186.0,46.0,46.0,35.0,0.0,0.0,1.32,1.0,False,False,0.5
RMKO.JK,1m,111.0,46.0,46.0,35.0,-0.0177,0.0,1.32,1.0,False,False,0.5
JAYA.JK,1m,95.0,46.0,46.0,35.0,0.0,0.0,1.32,1.0,False,False,0.5
DOID.JK,1m,350.0,45.9,45.9,25.0,-0.0223,0.0,1.31,1.0,False,False,0.5
ASPR.JK,1m,100.0,45.9,45.9,35.0,0.0,0.0,1.31,1.0,False,False,0.5
BBRM.JK,1m,76.0,45.9,45.9,35.0,0.0133,0.038,1.13,1.0,False,False,0.5
CHIP.JK,1m,1340.0,45.8,45.8,25.0,0.0075,0.03,1.16,1.0,False,False,0.5
ENAK.JK,1m,720.0,45.8,45.8,25.0,0.007,0.028,1.17,1.0,False,False,0.5
CSAP.JK,1m,268.0,45.8,45.8,25.0,-0.0074,0.0,1.3,1.0,False,False,0.5
VTNY.JK,1m,92.0,45.7,45.7,35.0,0.0337,0.096,0.85,1.0,False,False,0.5
TEBE.JK,1m,1135.0,45.6,45.6,25.0,-0.0502,0.0,1.27,1.0,False,False,0.5
MAIN.JK,1m,650.0,45.6,45.6,25.0,0.04,0.16,0.56,1.0,False,False,0.5
IDPR.JK,1m,218.0,45.6,45.6,25.0,-0.0091,0.0,1.27,1.0,False,False,0.5
KOCI.JK,1m,59.0,45.6,45.6,35.0,0.0172,0.049,1.04,1.0,False,False,0.5
SMMT.JK,1m,995.0,45.5,45.5,25.0,-0.0245,0.0,1.26,1.0,False,False,0.5
UNIQ.JK,1m,398.0,45.5,45.5,25.0,0.0,0.0,1.26,1.0,False,False,0.5
MMIX.JK,1m,264.0,45.5,45.5,25.0,0.0154,0.062,0.99,1.0,False,False,0.5
ASDM.JK,1m,530.0,45.4,45.4,25.0,-0.0093,0.0,1.25,1.0,False,False,0.5
PART.JK,1m,135.0,45.4,45.4,35.0,-0.0146,0.0,1.25,1.0,False,False,0.5
TOTL.JK,1m,740.0,45.3,45.3,25.0,0.0068,0.027,1.12,1.0,False,False,0.5
PBSA.JK,1m,410.0,45.3,45.3,25.0,0.0049,0.02,1.15,1.0,False,False,0.5
BABY.JK,1m,338.0,45.2,45.2,25.0,-0.0343,0.0,1.22,1.0,False,False,0.5
TRGU.JK,1m,190.0,45.2,45.2,35.0,0.0326,0.093,0.8,1.0,False,False,0.5
WIRG.JK,1m,126.0,45.2,45.2,35.0,-0.0382,0.0,1.23,1.0,False,False,0.5
SWID.JK,1m,98.0,45.2,45.2,35.0,-0.0392,0.0,1.22,1.0,False,False,0.5
UCID.JK,1m,500.0,45.1,45.1,25.0,0.004,0.016,1.13,1.0,False,False,0.5
PSGO.JK,1m,199.0,45.1,45.1,35.0,-0.0149,0.0,1.21,1.0,False,False,0.5
ESTA.JK,1m,65.0,45.1,45.1,35.0,0.0,0.0,1.21,1.0,False,False,0.5
SUNI.JK,1m,775.0,45.0,45.0,25.0,0.0,0.0,1.2,1.0,False,False,0.5
GIAA.JK,1m,72.0,45.0,45.0,35.0,0.0141,0.04,1.01,1.0,False,False,0.5
NASI.JK,1m,85.0,44.8,44.8,35.0,-0.0116,0.0,1.17,1.0,False,False,0.5
TBIG.JK,1m,1915.0,44.7,44.7,25.0,-0.0078,0.0,1.16,1.0,False,False,0.5
IPCM.JK,1m,296.0,44.7,44.7,25.0,0.0137,0.055,0.91,1.0,False,False,0.5
BRRC.JK,1m,79.0,44.7,44.7,35.0,-0.0706,0.0,1.16,1.0,False,False,0.5
RATU.JK,1m,7350.0,44.6,44.6,20.0,-0.0134,0.0,1.15,1.0,False,False,0.5
MARK.JK,1m,660.0,44.6,44.6,25.0,-0.0365,0.0,1.15,1.0,False,False,0.5
DEPO.JK,1m,200.0,44.6,44.6,25.0,-0.0099,0.0,1.14,1.0,False,False,0.5
LPPS.JK,1m,58.0,44.6,44.6,35.0,-0.0169,0.0,1.15,1.0,False,False,0.5
