ticker,gran,price,prob_ara_tomorrow,prob_ara_tomorrow_adj,ara_target_pct,day_roc,prox,rvol60,cr,obv_up,virgin_hint,regime_score
UNVR.JK,1m,1785.0,44.4,44.4,25.0,-0.0111,0.0,1.12,1.0,False,False,0.5
KBLM.JK,1m,324.0,44.4,44.4,25.0,0.0,0.0,1.13,1.0,False,False,0.5
PTSN.JK,1m,266.0,44.4,44.4,25.0,-0.0221,0.0,1.13,1.0,False,False,0.5
AKSI.JK,1m,252.0,44.4,44.4,25.0,0.008,0.032,0.98,1.0,False,False,0.5
OBMD.JK,1m,192.0,44.3,44.3,35.0,0.0,0.0,1.12,1.0,False,False,0.5
GTRA.JK,1m,144.0,44.3,44.3,35.0,0.0213,0.061,0.84,1.0,False,False,0.5
MCOR.JK,1m,67.0,44.3,44.3,35.0,0.0,0.0,1.11,1.0,False,False,0.5
PGEO.JK,1m,1525.0,44.2,44.2,25.0,-0.0439,0.0,1.1,1.0,False,False,0.5
PJAA.JK,1m,474.0,44.2,44.2,25.0,0.0,0.0,1.09,1.0,False,False,0.5
CCSI.JK,1m,322.0,44.2,44.2,25.0,0.0,0.0,1.1,1.0,False,False,0.5
CINT.JK,1m,155.0,44.2,44.2,35.0,-0.019,0.0,1.1,1.0,False,False,0.5
SMDM.JK,1m,910.0,44.1,44.1,25.0,0.0,0.0,1.09,1.0,False,False,0.5
PRDA.JK,1m,2790.0,43.9,43.9,25.0,-0.0036,0.0,1.06,1.0,False,False,0.5
BIRD.JK,1m,1895.0,43.9,43.9,25.0,-0.0026,0.0,1.07,1.0,False,False,0.5
AKRA.JK,1m,1280.0,43.9,43.9,25.0,0.0,0.0,1.07,1.0,False,False,0.5
DGWG.JK,1m,420.0,43.9,43.9,25.0,0.0048,0.019,0.98,1.0,False,False,0.5
SMDR.JK,1m,348.0,43.9,43.9,25.0,-0.0057,0.0,1.07,1.0,False,False,0.5
KOBX.JK,1m,139.0,43.9,43.9,35.0,-0.0071,0.0,1.07,1.0,False,False,0.5
GDST.JK,1m,108.0,43.9,43.9,35.0,0.0,0.0,1.06,1.0,False,False,0.5
ACST.JK,1m,88.0,43.9,43.9,35.0,-0.033,0.0,1.06,1.0,False,False,0.5
LEAD.JK,1m,71.0,43.9,43.9,35.0,0.0,0.0,1.07,1.0,False,False,0.5
ESSA.JK,1m,585.0,43.8,43.8,25.0,-0.0168,0.0,1.06,1.0,False,False,0.5
KAEF.JK,1m,540.0,43.8,43.8,25.0,-0.0182,0.0,1.06,1.0,False,False,0.5
SKRN.JK,1m,400.0,43.8,43.8,25.0,0.0,0.0,1.05,1.0,False,False,0.5
DART.JK,1m,158.0,43.8,43.8,35.0,0.0064,0.018,0.97,1.0,False,False,0.5
STRK.JK,1m,133.0,43.6,43.6,35.0,-0.0221,0.0,1.03,1.0,False,False,0.5
BPTR.JK,1m,98.0,43.6,43.6,35.0,-0.0101,0.0,1.03,1.0,False,False,0.5
BAIK.JK,1m,94.0,43.6,43.6,35.0,0.0,0.0,1.02,1.0,False,False,0.5
MGRO.JK,1m,725.0,43.5,43.5,25.0,0.0069,0.028,0.89,1.0,False,False,0.5
ALII.JK,1m,575.0,43.5,43.5,25.0,-0.0171,0.0,1.02,1.0,False,False,0.5
FAST.JK,1m,324.0,43.5,43.5,25.0,-0.0182,0.0,1.02,1.0,False,False,0.5
CITA.JK,1m,3980.0,43.4,43.4,25.0,0.0051,0.02,0.91,1.0,False,False,0.5
PTRO.JK,1m,3910.0,43.4,43.4,25.0,0.0,0.0,1.01,1.0,False,False,0.5
IPCC.JK,1m,1105.0,43.4,43.4,25.0,-0.0134,0.0,1.01,1.0,False,False,0.5
WTON.JK,1m,101.0,43.4,43.4,35.0,-0.0098,0.0,1.01,1.0,False,False,0.5
BTPN.JK,1m,2100.0,43.3,43.3,25.0,-0.0187,0.0,0.99,1.0,False,False,0.5
MDIY.JK,1m,1265.0,43.3,43.3,25.0,-0.0039,0.0,0.99,1.0,False,False,0.5
CMNT.JK,1m,825.0,43.3,43.3,25.0,0.0,0.0,0.99,1.0,False,False,0.5
SICO.JK,1m,111.0,43.3,43.3,35.0,-0.0177,0.0,1.0,1.0,False,False,0.5
MERI.JK,1m,288.0,43.2,43.2,25.0,0.0141,0.056,0.72,1.0,False,False,0.5
EDGE.JK,1m,4340.0,43.1,43.1,25.0,-0.0023,0.0,0.97,1.0,False,False,0.5
BNLI.JK,1m,3120.0,43.1,43.1,25.0,-0.0158,0.0,0.97,1.0,False,False,0.5
MAPB.JK,1m,1780.0,43.1,43.1,25.0,0.0349,0.14,0.34,1.0,False,False,0.5
OKAS.JK,1m,208.0,43.1,43.1,25.0,0.0097,0.039,0.79,1.0,False,False,0.5
SCNP.JK,1m,177.0,43.1,43.1,35.0,0.0114,0.033,0.82,1.0,False,False,0.5
ICBP.JK,1m,9475.0,43.0,43.0,20.0,-0.0156,0.0,0.95,1.0,False,False,0.5
GHON.JK,1m,1600.0,43.0,43.0,25.0,0.0095,0.038,0.78,1.0,False,False,0.5
SIMP.JK,1m,625.0,43.0,43.0,25.0,0.0081,0.032,0.81,1.0,False,False,0.5
KETR.JK,1m,272.0,43.0,43.0,25.0,-0.0423,0.0,0.96,1.0,False,False,0.5
AYLS.JK,1m,104.0,43.0,43.0,35.0,0.0097,0.028,0.83,1.0,False,False,0.5
INOV.JK,1m,89.0,43.0,43.0,35.0,0.0,0.0,0.95,1.0,False,False,0.5
LPPF.JK,1m,1575.0,42.9,42.9,25.0,0.0,0.0,0.95,1.0,False,False,0.5
ERAA.JK,1m,466.0,42.9,42.9,25.0,-0.0127,0.0,0.94,1.0,False,False,0.5
MUTU.JK,1m,92.0,42.9,42.9,35.0,0.011,0.031,0.8,1.0,False,False,0.5
MPIX.JK,1m,63.0,42.9,42.9,35.0,0.0161,0.046,0.73,1.0,False,False,0.5
MPMX.JK,1m,965.0,42.8,42.8,25.0,0.0,0.0,0.93,1.0,False,False,0.5
ZONE.JK,1m,745.0,42.8,42.8,25.0,0.0,0.0,0.93,1.0,False,False,0.5
BELI.JK,1m,380.0,42.8,42.8,25.0,-0.0052,0.0,0.93,1.0,False,False,0.5
PEHA.JK,1m,342.0,42.8,42.8,25.0,0.0059,0.024,0.83,1.0,False,False,0.5
OPMS.JK,1m,74.0,42.8,42.8,35.0,-0.039,0.0,0.93,1.0,False,False,0.5
PURI.JK,1m,179.0,42.7,42.7,35.0,-0.011,0.0,0.91,1.0,False,False,0.5
TMPO.JK,1m,148.0,42.7,42.7,35.0,-0.0133,0.0,0.91,1.0,False,False,0.5
PNBN.JK,1m,1160.0,42.6,42.6,25.0,-0.0293,0.0,0.91,1.0,False,False,0.5
TFAS.JK,1m,129.0,42.6,42.6,35.0,-0.0153,0.0,0.91,1.0,False,False,0.5
INTD.JK,1m,188.0,42.5,42.5,35.0,-0.0157,0.0,0.89,1.0,False,False,0.5
BEER.JK,1m,104.0,42.5,42.5,35.0,0.0196,0.056,0.64,1.0,False,False,0.5
YOII.JK,1m,97.0,42.5,42.5,35.0,0.0,0.0,0.89,1.0,False,False,0.5
BANK.JK,1m,845.0,42.4,42.4,25.0,0.006,0.024,0.78,1.0,False,False,0.5
MTDL.JK,1m,590.0,42.4,42.4,25.0,-0.0084,0.0,0.88,1.0,False,False,0.5
BVIC.JK,1m,94.0,42.4,42.4,35.0,-0.0309,0.0,0.88,1.0,False,False,0.5
MMLP.JK,1m,535.0,42.3,42.3,25.0,-0.0093,0.0,0.87,1.0,False,False,0.5
RALS.JK,1m,392.0,42.3,42.3,25.0,0.0,0.0,0.87,1.0,False,False,0.5
PGLI.JK,1m,163.0,42.3,42.3,35.0,-0.0121,0.0,0.87,1.0,False,False,0.5
SMAR.JK,1m,4130.0,42.2,42.2,25.0,-0.0072,0.0,0.85,1.0,False,False,0.5
SDRA.JK,1m,292.0,42.2,42.2,25.0,-0.0068,0.0,0.86,1.0,False,False,0.5
BATR.JK,1m,103.0,42.2,42.2,35.0,-0.0374,0.0,0.85,1.0,False,False,0.5
TUGU.JK,1m,960.0,42.1,42.1,25.0,-0.0103,0.0,0.84,1.0,False,False,0.5
KOPI.JK,1m,348.0,42.1,42.1,25.0,0.0058,0.023,0.73,1.0,False,False,0.5
JATI.JK,1m,141.0,42.1,42.1,35.0,-0.014,0.0,0.84,1.0,False,False,0.5
CSIS.JK,1m,108.0,42.1,42.1,35.0,-0.0357,0.0,0.84,1.0,False,False,0.5
AMRT.JK,1m,2350.0,42.0,42.0,25.0,-0.0084,0.0,0.84,1.0,False,False,0.5
GOLD.JK,1m,252.0,42.0,42.0,25.0,0.0,0.0,0.83,1.0,False,False,0.5
DOSS.JK,1m,133.0,42.0,42.0,35.0,-0.0292,0.0,0.83,1.0,False,False,0.5
SMKM.JK,1m,82.0,42.0,42.0,35.0,-0.0238,0.0,0.83,1.0,False,False,0.5
BREN.JK,1m,9100.0,41.9,41.9,20.0,-0.0082,0.0,0.82,1.0,False,False,0.5
PTBA.JK,1m,2450.0,41.9,41.9,25.0,0.0041,0.016,0.75,1.0,False,False,0.5
LSIP.JK,1m,1370.0,41.9,41.9,25.0,0.0074,0.029,0.68,1.0,False,False,0.5
NOBU.JK,1m,550.0,41.9,41.9,25.0,-0.009,0.0,0.81,1.0,False,False,0.5
AMAR.JK,1m,212.0,41.9,41.9,25.0,-0.045,0.0,0.82,1.0,False,False,0.5
WAPO.JK,1m,141.0,41.9,41.9,35.0,0.0,0.0,0.81,1.0,False,False,0.5
DVLA.JK,1m,1680.0,41.8,41.8,25.0,0.003,0.012,0.75,1.0,False,False,0.5
TOWR.JK,1m,645.0,41.8,41.8,25.0,0.0078,0.031,0.67,1.0,False,False,0.5
PICO.JK,1m,134.0,41.8,41.8,35.0,0.0229,0.065,0.51,1.0,False,False,0.5
UNTD.JK,1m,78.0,41.8,41.8,35.0,-0.0127,0.0,0.81,1.0,False,False,0.5
LUCY.JK,1m,73.0,41.8,41.8,35.0,0.0139,0.04,0.63,1.0,False,False,0.5
ELIT.JK,1m,188.0,41.7,41.7,35.0,-0.0105,0.0,0.8,1.0,False,False,0.5
BOLA.JK,1m,178.0,41.7,41.7,35.0,-0.043,0.0,0.8,1.0,False,False,0.5
MKPI.JK,1m,25500.0,41.6,41.6,20.0,-0.0049,0.0,0.78,1.0,False,False,0.5
GEMS.JK,1m,9200.0,41.6,41.6,20.0,-0.0108,0.0,0.79,1.0,False,False,0.5
GWSA.JK,1m,157.0,41.6,41.6,35.0,0.0,0.0,0.78,1.0,False,False,0.5
EMTK.JK,1m,975.0,41.5,41.5,25.0,0.0156,0.062,0.49,1.0,False,False,0.5
BUMI.JK,1m,108.0,41.5,41.5,35.0,-0.027,0.0,0.77,1.0,False,False,0.5
KEJU.JK,1m,690.0,41.3,41.3,25.0,-0.0548,0.0,0.74,1.0,False,False,0.5
PKPK.JK,1m,600.0,41.3,41.3,25.0,0.0,0.0,0.74,1.0,False,False,0.5
KLAS.JK,1m,146.0,41.3,41.3,35.0,-0.0135,0.0,0.75,1.0,False,False,0.5
HALO.JK,1m,83.0,41.3,41.3,35.0,-0.0119,0.0,0.74,1.0,False,False,0.5
BDMN.JK,1m,2550.0,41.2,41.2,25.0,-0.0116,0.0,0.73,1.0,False,False,0.5
SSIA.JK,1m,2420.0,41.2,41.2,25.0,-0.0163,0.0,0.74,1.0,False,False,0.5
BESS.JK,1m,990.0,41.2,41.2,25.0,-0.0149,0.0,0.73,1.0,False,False,0.5
GOOD.JK,1m,382.0,41.2,41.2,25.0,-0.0052,0.0,0.73,1.0,False,False,0.5
SPRE.JK,1m,91.0,41.2,41.2,35.0,-0.0421,0.0,0.73,1.0,False,False,0.5
KRYA.JK,1m,244.0,41.1,41.1,25.0,-0.0687,0.0,0.72,1.0,False,False,0.5
VICO.JK,1m,172.0,41.1,41.1,35.0,-0.0115,0.0,0.73,1.0,False,False,0.5
CBDK.JK,1m,5900.0,41.0,41.0,20.0,-0.0084,0.0,0.71,1.0,False,False,0.5
VICI.JK,1m,625.0,41.0,41.0,25.0,-0.0079,0.0,0.71,1.0,False,False,0.5
IOTF.JK,1m,83.0,41.0,41.0,35.0,0.0,0.0,0.71,1.0,False,False,0.5
MIKA.JK,1m,2440.0,40.9,40.9,25.0,0.0,0.0,0.69,1.0,False,False,0.5
MREI.JK,1m,960.0,40.9,40.9,25.0,0.0213,0.085,0.31,1.0,False,False,0.5
MHKI.JK,1m,125.0,40.9,40.9,35.0,-0.0234,0.0,0.7,1.0,False,False,0.5
BRPT.JK,1m,2320.0,40.8,40.8,25.0,-0.0169,0.0,0.69,1.0,False,False,0.5
BNII.JK,1m,208.0,40.8,40.8,25.0,-0.0095,0.0,0.69,1.0,False,False,0.5
SMKL.JK,1m,159.0,40.8,40.8,35.0,-0.0124,0.0,0.69,1.0,False,False,0.5
BIPI.JK,1m,90.0,40.8,40.8,35.0,0.0112,0.032,0.54,1.0,False,False,0.5
VKTR.JK,1m,85.0,40.8,40.8,35.0,-0.0116,0.0,0.68,1.0,False,False,0.5
PGAS.JK,1m,1680.0,40.7,40.7,25.0,0.0,0.0,0.67,1.0,False,False,0.5
KBLI.JK,1m,376.0,40.7,40.7,25.0,0.0,0.0,0.68,1.0,False,False,0.5
TOTO.JK,1m,248.0,40.7,40.7,25.0,0.0,0.0,0.67,1.0,False,False,0.5
JAWA.JK,1m,147.0,40.7,40.7,35.0,-0.0068,0.0,0.67,1.0,False,False,0.5
BALI.JK,1m,1350.0,40.6,40.6,25.0,0.0,0.0,0.66,1.0,False,False,0.5
GTBO.JK,1m,186.0,40.6,40.6,35.0,0.0054,0.015,0.59,1.0,False,False,0.5
FWCT.JK,1m,152.0,40.6,40.6,35.0,-0.044,0.0,0.66,1.0,False,False,0.5
EAST.JK,1m,95.0,40.6,40.6,35.0,0.0,0.0,0.65,1.0,False,False,0.5
KIJA.JK,1m,202.0,40.5,40.5,25.0,-0.0098,0.0,0.65,1.0,False,False,0.5
ADMG.JK,1m,125.0,40.5,40.5,35.0,-0.0157,0.0,0.65,1.0,False,False,0.5
PACK.JK,1m,3930.0,40.4,40.4,25.0,0.0,0.0,0.64,1.0,False,False,0.5
SAMF.JK,1m,342.0,40.4,40.4,25.0,-0.0058,0.0,0.63,1.0,False,False,0.5
MNCN.JK,1m,264.0,40.4,40.4,25.0,-0.0149,0.0,0.63,1.0,False,False,0.5
CLEO.JK,1m,595.0,40.3,40.3,25.0,-0.0246,0.0,0.63,1.0,False,False,0.5
ERAL.JK,1m,344.0,40.3,40.3,25.0,-0.0115,0.0,0.62,1.0,False,False,0.5
PTSP.JK,1m,1010.0,40.2,40.2,25.0,0.0202,0.081,0.25,1.0,False,False,0.5
KPIG.JK,1m,210.0,40.2,40.2,25.0,0.0096,0.038,0.43,1.0,False,False,0.5
HAJJ.JK,1m,110.0,40.2,40.2,35.0,-0.0179,0.0,0.61,1.0,False,False,0.5
SULI.JK,1m,104.0,40.2,40.2,35.0,0.0,0.0,0.61,1.0,False,False,0.5
FORU.JK,1m,1370.0,40.1,40.1,25.0,-0.0179,0.0,0.6,1.0,False,False,0.5
TOBA.JK,1m,1070.0,40.1,40.1,25.0,-0.0531,0.0,0.59,1.0,False,False,0.5
RAAM.JK,1m,292.0,40.1,40.1,25.0,-0.0201,0.0,0.6,1.0,False,False,0.5
HEAL.JK,1m,1650.0,40.0,40.0,25.0,-0.003,0.0,0.59,1.0,False,False,0.5
FILM.JK,1m,3770.0,39.9,39.9,25.0,0.0162,0.065,0.27,1.0,False,False,0.5
JIHD.JK,1m,650.0,39.9,39.9,25.0,-0.037,0.0,0.57,1.0,False,False,0.5
BLOG.JK,1m,500.0,39.9,39.9,25.0,-0.0196,0.0,0.57,1.0,False,False,0.5
NELY.JK,1m,346.0,39.9,39.9,25.0,-0.0226,0.0,0.57,1.0,False,False,0.5
DEWA.JK,1m,222.0,39.9,39.9,25.0,-0.0348,0.0,0.57,1.0,False,False,0.5
MBMA.JK,1m,416.0,39.8,39.8,25.0,-0.0189,0.0,0.56,1.0,False,False,0.5
JTPE.JK,1m,274.0,39.8,39.8,25.0,-0.0214,0.0,0.56,1.0,False,False,0.5
PPRI.JK,1m,226.0,39.8,39.8,25.0,-0.0342,0.0,0.55,1.0,False,False,0.5
MOLI.JK,1m,210.0,39.8,39.8,25.0,0.0194,0.078,0.21,1.0,False,False,0.5
AXIO.JK,1m,126.0,39.8,39.8,35.0,-0.0233,0.0,0.55,1.0,False,False,0.5
INCO.JK,1m,3930.0,39.7,39.7,25.0,-0.0175,0.0,0.54,1.0,False,False,0.5
IFSH.JK,1m,755.0,39.7,39.7,25.0,-0.0321,0.0,0.55,1.0,False,False,0.5
MRAT.JK,1m,252.0,39.7,39.7,25.0,0.0,0.0,0.54,1.0,False,False,0.5
DMAS.JK,1m,139.0,39.7,39.7,35.0,-0.0071,0.0,0.55,1.0,False,False,0.5
HRTA.JK,1m,695.0,39.6,39.6,25.0,0.0072,0.029,0.4,1.0,False,False,0.5
AMAG.JK,1m,360.0,39.6,39.6,25.0,0.0056,0.022,0.44,1.0,False,False,0.5
DPNS.JK,1m,238.0,39.6,39.6,25.0,-0.0325,0.0,0.53,1.0,False,False,0.5
CPIN.JK,1m,4480.0,39.5,39.5,25.0,0.0,0.0,0.53,1.0,False,False,0.5
TRIM.JK,1m,356.0,39.5,39.5,25.0,-0.0111,0.0,0.52,1.0,False,False,0.5
GGRM.JK,1m,8675.0,39.4,39.4,20.0,-0.0057,0.0,0.51,1.0,False,False,0.5
NFCX.JK,1m,1870.0,39.3,39.3,25.0,0.0054,0.022,0.4,1.0,False,False,0.5
BBLD.JK,1m,915.0,39.3,39.3,25.0,0.011,0.044,0.29,1.0,False,False,0.5
SHID.JK,1m,900.0,39.3,39.3,25.0,0.0056,0.022,0.39,1.0,False,False,0.5
BUKA.JK,1m,174.0,39.3,39.3,35.0,0.0058,0.017,0.42,1.0,False,False,0.5
MORA.JK,1m,390.0,39.2,39.2,25.0,0.0,0.0,0.49,1.0,False,False,0.5
GPSO.JK,1m,376.0,39.2,39.2,25.0,-0.0309,0.0,0.48,1.0,False,False,0.5
IMJS.JK,1m,266.0,39.2,39.2,25.0,-0.0148,0.0,0.48,1.0,False,False,0.5
BOLT.JK,1m,1090.0,39.0,39.0,25.0,-0.0046,0.0,0.45,1.0,False,False,0.5
PALM.JK,1m,376.0,39.0,39.0,25.0,-0.0259,0.0,0.46,1.0,False,False,0.5
SKLT.JK,1m,189.0,39.0,39.0,35.0,0.0,0.0,0.46,1.0,False,False,0.5
APEX.JK,1m,125.0,39.0,39.0,35.0,-0.0079,0.0,0.46,1.0,False,False,0.5
KMDS.JK,1m,670.0,38.9,38.9,25.0,-0.036,0.0,0.45,1.0,False,False,0.5
SAME.JK,1m,322.0,38.9,38.9,25.0,-0.0062,0.0,0.45,1.0,False,False,0.5
LFLO.JK,1m,252.0,38.9,38.9,25.0,-0.0079,0.0,0.44,1.0,False,False,0.5
IFII.JK,1m,222.0,38.9,38.9,25.0,0.0,0.0,0.45,1.0,False,False,0.5
VOKS.JK,1m,198.0,38.9,38.9,35.0,0.0102,0.029,0.31,1.0,False,False,0.5
KMTR.JK,1m,270.0,38.8,38.8,25.0,0.0,0.0,0.43,1.0,False,False,0.5
MPXL.JK,1m,106.0,38.8,38.8,35.0,-0.0093,0.0,0.43,1.0,False,False,0.5
PAMG.JK,1m,78.0,38.7,38.7,35.0,-0.0127,0.0,0.42,1.0,False,False,0.5
DAYA.JK,1m,1015.0,38.6,38.6,25.0,0.0,0.0,0.4,1.0,False,False,0.5
ISEA.JK,1m,84.0,38.6,38.6,35.0,-0.0118,0.0,0.41,1.0,False,False,0.5
MPPA.JK,1m,71.0,38.6,38.6,35.0,0.0,0.0,0.41,1.0,False,False,0.5
PDES.JK,1m,496.0,38.5,38.5,25.0,-0.008,0.0,0.39,1.0,False,False,0.5
HOKI.JK,1m,85.0,38.5,38.5,35.0,-0.023,0.0,0.4,1.0,False,False,0.5
YUPI.JK,1m,1705.0,38.4,38.4,25.0,-0.0058,0.0,0.38,1.0,False,False,0.5
NSSS.JK,1m,424.0,38.4,38.4,25.0,-0.0185,0.0,0.39,1.0,False,False,0.5
VERN.JK,1m,153.0,38.4,38.4,35.0,-0.0129,0.0,0.38,1.0,False,False,0.5
WIFI.JK,1m,2710.0,38.3,38.3,25.0,-0.0073,0.0,0.37,1.0,False,False,0.5
AGII.JK,1m,910.0,38.3,38.3,25.0,0.0,0.0,0.37,1.0,False,False,0.5
WOMF.JK,1m,342.0,38.3,38.3,25.0,0.0,0.0,0.37,1.0,False,False,0.5
BMSR.JK,1m,248.0,38.3,38.3,25.0,0.0,0.0,0.38,1.0,False,False,0.5
FMII.JK,1m,376.0,38.1,38.1,25.0,-0.0309,0.0,0.35,1.0,False,False,0.5
SHIP.JK,1m,4070.0,38.0,38.0,25.0,0.0,0.0,0.33,1.0,False,False,0.5
IPOL.JK,1m,133.0,37.9,37.9,35.0,0.0,0.0,0.32,1.0,False,False,0.5
KBLV.JK,1m,102.0,37.9,37.9,35.0,-0.0097,0.0,0.32,1.0,False,False,0.5
LMPI.JK,1m,139.0,37.8,37.8,35.0,-0.0071,0.0,0.3,1.0,False,False,0.5
DEWI.JK,1m,105.0,37.6,37.6,35.0,0.0096,0.027,0.15,1.0,False,False,0.5
EPMT.JK,1m,2300.0,37.5,37.5,25.0,-0.0043,0.0,0.27,1.0,False,False,0.5
PDPP.JK,1m,505.0,37.4,37.4,25.0,0.01,0.04,0.07,1.0,False,False,0.5
AMIN.JK,1m,175.0,37.4,37.4,35.0,-0.0278,0.0,0.25,1.0,False,False,0.5
AVIA.JK,1m,426.0,37.3,37.3,25.0,-0.0139,0.0,0.24,1.0,False,False,0.5
DWGL.JK,1m,230.0,37.3,37.3,25.0,0.0,0.0,0.24,1.0,False,False,0.5
PUDP.JK,1m,214.0,37.3,37.3,25.0,0.0,0.0,0.25,1.0,False,False,0.5
FOLK.JK,1m,81.0,37.3,37.3,35.0,-0.0241,0.0,0.24,1.0,False,False,0.5
AWAN.JK,1m,258.0,37.1,37.1,25.0,-0.0227,0.0,0.21,1.0,False,False,0.5
COIN.JK,1m,1625.0,36.9,36.9,25.0,-0.024,0.0,0.19,1.0,False,False,0.5
BBSS.JK,1m,260.0,36.7,36.7,25.0,-0.0226,0.0,0.16,1.0,False,False,0.5
ARCI.JK,1m,680.0,36.6,36.6,25.0,-0.049,0.0,0.15,1.0,False,False,0.5
BCIP.JK,1m,93.0,36.6,36.6,35.0,-0.0106,0.0,0.16,1.0,False,False,0.5
PTIS.JK,1m,398.0,36.4,36.4,25.0,-0.01,0.0,0.13,1.0,False,False,0.5
IRSX.JK,1m,116.0,35.4,35.4,35.0,0.0,0.0,0.0,1.0,False,False,0.5
CEKA.JK,1m,2580.0,23.6,23.6,25.0,-0.0077,0.0,1.88,0.0,False,False,0.5
INDR.JK,1m,2640.0,20.7,20.7,25.0,-0.033,0.0,1.37,0.0,False,False,0.5
SFAN.JK,1m,1910.0,18.8,18.8,25.0,0.0,0.0,1.01,0.0,False,False,0.5
