Date,ticker,prev_close,Close,return_%,rank
2025-07-03,MTWI.JK,216.0,242.0,12.04,9
2025-07-03,AREA.JK,410.0,452.0,10.24,10
2025-07-04,GTBO.JK,158.0,212.0,34.18,1
2025-07-04,SHID.JK,690.0,860.0,24.64,2
2025-07-04,FAST.JK,278.0,346.0,24.46,3
2025-07-04,KRAS.JK,270.0,314.0,16.3,4
2025-07-04,IKAI.JK,7.0,8.0,14.29,5
2025-07-04,JGLE.JK,8.0,9.0,12.5,6
2025-07-04,WAPO.JK,141.0,158.0,12.06,7
2025-07-04,ARGO.JK,750.0,840.0,12.0,8
2025-07-04,BDKR.JK,156.0,174.0,11.54,9
2025-07-04,MBSS.JK,1375.0,1530.0,11.27,10
2025-07-07,MTFN.JK,3.0,4.0,33.33,1
2025-07-07,VICO.JK,144.0,192.0,33.33,2
2025-07-07,SHID.JK,860.0,1075.0,25.0,3
2025-07-07,LABA.JK,234.0,270.0,15.38,4
2025-07-07,TRJA.JK,137.0,155.0,13.14,5
2025-07-07,VINS.JK,115.0,130.0,13.04,6
2025-07-07,FILM.JK,1954.55,2200.0,12.56,7
2025-07-07,BAPI.JK,8.0,9.0,12.5,8
2025-07-07,GTBO.JK,212.0,238.0,12.26,9
2025-07-07,ELTY.JK,9.0,10.0,11.11,10
2025-07-08,MTFN.JK,4.0,5.0,25.0,1
2025-07-08,NICE.JK,370.0,462.0,24.86,2
2025-07-08,ARTA.JK,1915.0,2390.0,24.8,3
2025-07-08,TAXI.JK,6.0,7.0,16.67,4
2025-07-08,INET.JK,163.0,190.0,16.56,5
2025-07-08,IKAI.JK,7.0,8.0,14.29,6
2025-07-08,MREI.JK,810.0,925.0,14.2,7
2025-07-08,LABA.JK,270.0,308.0,14.07,8
2025-07-08,PMJS.JK,117.0,132.0,12.82,9
2025-07-08,FORE.JK,560.0,630.0,12.5,10
2025-07-09,IOTF.JK,65.0,87.0,33.85,1
2025-07-09,PSAT.JK,1125.0,1405.0,24.89,2
2025-07-09,NICE.JK,462.0,575.0,24.46,3
2025-07-09,JATI.JK,141.0,174.0,23.4,4
2025-07-09,MTFN.JK,5.0,6.0,20.0,5
2025-07-09,MINA.JK,95.33,114.0,19.58,6
2025-07-09,TBMS.JK,820.0,945.0,15.24,7
2025-07-09,DADA.JK,7.0,8.0,14.29,8
2025-07-09,INPS.JK,128.0,145.0,13.28,9
2025-07-09,HADE.JK,8.0,9.0,12.5,10
2025-07-10,COIN.JK,135.0,182.0,34.81,1
2025-07-10,IOTF.JK,87.0,117.0,34.48,2
2025-07-10,CDIA.JK,256.0,320.0,25.0,3
2025-07-10,PSAT.JK,1405.0,1755.0,24.91,4
2025-07-10,AIMS.JK,298.0,372.0,24.83,5
2025-07-10,HUMI.JK,53.0,63.0,18.87,6
2025-07-10,LABA.JK,308.0,358.0,16.23,7
2025-07-10,AKPI.JK,595.0,680.0,14.29,8
2025-07-10,TARA.JK,9.0,10.0,11.11,9
2025-07-10,WMUU.JK,9.0,10.0,11.11,10
2025-07-11,MERI.JK,172.0,232.0,34.88,1
2025-07-11,COIN.JK,182.0,244.0,34.07,2
2025-07-11,ASPI.JK,208.0,260.0,25.0,3
2025-07-11,BLOG.JK,312.0,390.0,25.0,4
2025-07-11,CDIA.JK,320.0,400.0,25.0,5
2025-07-11,PSAT.JK,1755.0,2190.0,24.79,6
2025-07-11,SHID.JK,930.0,1160.0,24.73,7
2025-07-11,BTEK.JK,5.0,6.0,20.0,8
2025-07-11,CHEK.JK,172.0,198.0,15.12,9
2025-07-11,MPPA.JK,54.0,62.0,14.81,10
2025-07-14,CDIA.JK,400.0,500.0,25.0,1
2025-07-14,MERI.JK,232.0,290.0,25.0,2
2025-07-14,SSIA.JK,1865.0,2330.0,24.93,3
2025-07-14,NRCA.JK,338.0,422.0,24.85,4
2025-07-14,PTRO.JK,3190.0,3980.0,24.76,5
2025-07-14,PSAT.JK,2190.0,2730.0,24.66,6
2025-07-14,BLOG.JK,390.0,486.0,24.62,7
2025-07-14,COIN.JK,244.0,304.0,24.59,8
2025-07-14,SURE.JK,2260.0,2710.0,19.91,9
2025-07-14,BREN.JK,6100.0,7300.0,19.67,10
2025-07-15,INET.JK,185.0,240.0,29.73,1
2025-07-15,ARGO.JK,720.0,900.0,25.0,2
2025-07-15,CDIA.JK,500.0,625.0,25.0,3
2025-07-15,COIN.JK,304.0,380.0,25.0,4
2025-07-15,MTFN.JK,4.0,5.0,25.0,5
2025-07-15,MERI.JK,290.0,362.0,24.83,6
2025-07-15,BLOG.JK,486.0,605.0,24.49,7
2025-07-15,NRCA.JK,422.0,525.0,24.41,8
2025-07-15,SSIA.JK,2330.0,2740.0,17.6,9
2025-07-15,PAMG.JK,80.0,92.0,15.0,10
2025-07-16,ARGO.JK,900.0,1125.0,25.0,1
2025-07-16,EDGE.JK,3850.0,4810.0,24.94,2
2025-07-16,MERI.JK,362.0,452.0,24.86,3
2025-07-16,CDIA.JK,625.0,780.0,24.8,4
2025-07-16,BLOG.JK,605.0,755.0,24.79,5
2025-07-16,NRCA.JK,525.0,655.0,24.76,6
2025-07-16,COIN.JK,380.0,474.0,24.74,7
2025-07-16,PYFA.JK,252.0,310.0,23.02,8
2025-07-16,PNSE.JK,750.0,920.0,22.67,9
2025-07-16,SAFE.JK,224.0,270.0,20.54,10
2025-07-17,OKAS.JK,148.0,199.0,34.46,1
2025-07-17,PEGE.JK,108.0,145.0,34.26,2
2025-07-17,MERI.JK,452.0,565.0,25.0,3
2025-07-17,MTFN.JK,4.0,5.0,25.0,4
2025-07-17,ARGO.JK,1125.0,1405.0,24.89,5
2025-07-17,FMII.JK,314.0,392.0,24.84,6
2025-07-17,NRCA.JK,655.0,815.0,24.43,7
2025-07-17,BTEK.JK,5.0,6.0,20.0,8
2025-07-17,DCII.JK,186050.0,223250.0,19.99,9
2025-07-17,PTPS.JK,94.0,112.0,19.15,10
2025-07-18,OKAS.JK,199.0,268.0,34.67,1
2025-07-18,BOLA.JK,105.0,134.0,27.62,2
2025-07-18,CDIA.JK,780.0,975.0,25.0,3
2025-07-18,PYFA.JK,312.0,390.0,25.0,4
2025-07-18,TOBA.JK,925.0,1155.0,24.86,5
2025-07-18,COIN.JK,474.0,590.0,24.47,6
2025-07-18,RELI.JK,454.0,565.0,24.45,7
2025-07-18,WIFI.JK,2200.0,2700.0,22.73,8
2025-07-18,BWPT.JK,67.0,81.0,20.9,9
2025-07-18,TEBE.JK,850.0,975.0,14.71,10
2025-07-21,BWPT.JK,81.0,109.0,34.57,1
2025-07-21,PTPS.JK,107.0,134.0,25.23,2
2025-07-21,RELI.JK,565.0,705.0,24.78,3
2025-07-21,KETR.JK,202.0,252.0,24.75,4
2025-07-21,CDIA.JK,975.0,1215.0,24.62,5
2025-07-21,COIN.JK,590.0,735.0,24.58,6
2025-07-21,PGUN.JK,570.0,710.0,24.56,7
2025-07-21,NRCA.JK,815.0,1015.0,24.54,8
2025-07-21,BUVA.JK,86.0,107.0,24.42,9
2025-07-21,MINA.JK,85.0,105.0,23.53,10
2025-07-22,COCO.JK,176.0,236.0,34.09,1
2025-07-22,RELI.JK,705.0,880.0,24.82,2
2025-07-22,CDIA.JK,1215.0,1515.0,24.69,3
2025-07-22,DATA.JK,1525.0,1820.0,19.34,4
2025-07-22,JECC.JK,840.0,980.0,16.67,5
2025-07-22,TAXI.JK,6.0,7.0,16.67,6
2025-07-22,ARKO.JK,845.0,965.0,14.2,7
2025-07-22,DOOH.JK,111.0,126.0,13.51,8
2025-07-22,INDR.JK,2460.0,2790.0,13.41,9
2025-07-22,AYLS.JK,103.0,116.0,12.62,10
2025-07-23,KOKA.JK,69.0,93.0,34.78,1
2025-07-23,AMAR.JK,167.0,224.0,34.13,2
2025-07-23,IMJS.JK,188.0,252.0,34.04,3
2025-07-23,ARGO.JK,1240.0,1550.0,25.0,4
2025-07-23,IMAS.JK,880.0,1100.0,25.0,5
2025-07-23,DCII.JK,288950.0,346725.0,19.99,6
2025-07-23,ARTA.JK,3270.0,3890.0,18.96,7
2025-07-23,INPC.JK,156.0,179.0,14.74,8
2025-07-23,HADE.JK,7.0,8.0,14.29,9
2025-07-23,ADMR.JK,1085.0,1225.0,12.9,10
2025-07-24,VERN.JK,119.0,158.0,32.77,1
2025-07-24,NICK.JK,1100.0,1375.0,25.0,2
2025-07-24,ARGO.JK,1550.0,1935.0,24.84,3
2025-07-24,FMII.JK,318.0,396.0,24.53,4
2025-07-24,SMMA.JK,15775.0,18925.0,19.97,5
2025-07-24,BESS.JK,1005.0,1175.0,16.92,6
2025-07-24,BABY.JK,250.0,292.0,16.8,7
2025-07-24,TAXI.JK,6.0,7.0,16.67,8
2025-07-24,NICL.JK,1075.0,1250.0,16.28,9
2025-07-24,DADA.JK,7.0,8.0,14.29,10
2025-07-25,CLAY.JK,740.0,925.0,25.0,1
2025-07-25,FUJI.JK,398.0,496.0,24.62,2
2025-07-25,PGUN.JK,735.0,915.0,24.49,3
2025-07-25,BUVA.JK,110.0,133.0,20.91,4
2025-07-25,SMMA.JK,18925.0,22700.0,19.95,5
2025-07-25,HADE.JK,7.0,8.0,14.29,6
2025-07-25,JGLE.JK,7.0,8.0,14.29,7
2025-07-25,NICK.JK,1375.0,1560.0,13.45,8
2025-07-25,IMPC.JK,392.0,442.0,12.76,9
2025-07-25,BAJA.JK,125.0,140.0,12.0,10
2025-07-28,AMIN.JK,156.0,210.0,34.62,1
2025-07-28,BUVA.JK,133.0,179.0,34.59,2
2025-07-28,SOLA.JK,113.0,152.0,34.51,3
2025-07-28,MTFN.JK,4.0,5.0,25.0,4
2025-07-28,CLAY.JK,925.0,1155.0,24.86,5
2025-07-28,SMMT.JK,870.0,1085.0,24.71,6
2025-07-28,PGUN.JK,915.0,1140.0,24.59,7
2025-07-28,BTEK.JK,5.0,6.0,20.0,8
2025-07-28,LIVE.JK,159.0,185.0,16.35,9
2025-07-28,SCNP.JK,152.0,176.0,15.79,10
2025-07-29,SWID.JK,60.0,81.0,35.0,1
2025-07-29,RUIS.JK,187.0,252.0,34.76,2
2025-07-29,PGLI.JK,141.0,190.0,34.75,3
2025-07-29,PTPS.JK,129.0,162.0,25.58,4
2025-07-29,JARR.JK,436.0,545.0,25.0,5
2025-07-29,KBLM.JK,378.0,466.0,23.28,6
2025-07-29,APEX.JK,118.0,144.0,22.03,7
2025-07-29,CLAY.JK,1155.0,1390.0,20.35,8
2025-07-29,MLPT.JK,32375.0,38850.0,20.0,9
2025-07-29,BKSL.JK,133.0,158.0,18.8,10
2025-07-30,SSTM.JK,163.0,220.0,34.97,1
2025-07-30,IKAN.JK,63.0,85.0,34.92,2
2025-07-30,ISEA.JK,66.0,89.0,34.85,3
2025-07-30,SWID.JK,81.0,109.0,34.57,4
2025-07-30,JAST.JK,64.0,86.0,34.38,5
2025-07-30,PGUN.JK,1140.0,1425.0,25.0,6
2025-07-30,COCO.JK,274.0,342.0,24.82,7
2025-07-30,JARR.JK,545.0,680.0,24.77,8
2025-07-30,TEBE.JK,1050.0,1300.0,23.81,9
2025-07-30,FMII.JK,330.0,404.0,22.42,10
2025-07-31,BRRC.JK,58.0,78.0,34.48,1
2025-07-31,BUVA.JK,194.0,260.0,34.02,2
2025-07-31,CGAS.JK,97.0,130.0,34.02,3
2025-07-31,KUAS.JK,51.0,68.0,33.33,4
2025-07-31,COCO.JK,342.0,426.0,24.56,5
2025-07-31,IKAN.JK,85.0,105.0,23.53,6
2025-07-31,BOAT.JK,100.0,123.0,23.0,7
2025-07-31,SCNP.JK,164.0,196.0,19.51,8
2025-07-31,PTSN.JK,240.0,284.0,18.33,9
2025-07-31,TIRA.JK,1840.0,2160.0,17.39,10
2025-08-01,MINA.JK,131.0,176.0,34.35,1
2025-08-01,DSFI.JK,64.0,85.0,32.81,2
2025-08-01,FUTR.JK,61.0,79.0,29.51,3
2025-08-01,FWCT.JK,134.0,171.0,27.61,4
2025-08-01,BOLA.JK,144.0,175.0,21.53,5
2025-08-01,FILM.JK,1700.0,2000.0,17.65,6
2025-08-01,OILS.JK,121.0,141.0,16.53,7
2025-08-01,JAST.JK,85.0,99.0,16.47,8
2025-08-01,BEER.JK,79.0,92.0,16.46,9
2025-08-01,ARKO.JK,910.0,1050.0,15.38,10
2025-08-04,PPRI.JK,138.0,186.0,34.78,1
2025-08-04,DKHH.JK,62.0,83.0,33.87,2
2025-08-04,OASA.JK,147.0,190.0,29.25,3
2025-08-04,AGAR.JK,224.0,280.0,25.0,4
2025-08-04,COIN.JK,800.0,1000.0,25.0,5
2025-08-04,KEJU.JK,670.0,835.0,24.63,6
2025-08-04,FILM.JK,2000.0,2470.0,23.5,7
2025-08-04,SWID.JK,95.0,116.0,22.11,8
2025-08-04,CHEM.JK,64.0,78.0,21.88,9
2025-08-04,BEER.JK,92.0,110.0,19.57,10
2025-08-05,MSKY.JK,58.0,78.0,34.48,1
2025-08-05,FITT.JK,179.0,240.0,34.08,2
2025-08-05,KBLV.JK,54.0,72.0,33.33,3
2025-08-05,RELI.JK,590.0,735.0,24.58,4
2025-08-05,KPIG.JK,177.0,220.0,24.29,5
2025-08-05,BCAP.JK,56.0,69.0,23.21,6
2025-08-05,FILM.JK,2470.0,2990.0,21.05,7
2025-08-05,COIN.JK,1000.0,1210.0,21.0,8
2025-08-05,CBUT.JK,1140.0,1300.0,14.04,9
2025-08-05,MPPA.JK,58.0,66.0,13.79,10
2025-08-06,SOLA.JK,139.0,187.0,34.53,1
2025-08-06,LUCK.JK,76.0,102.0,34.21,2
2025-08-06,KIOS.JK,54.0,68.0,25.93,3
2025-08-06,FORU.JK,1220.0,1525.0,25.0,4
2025-08-06,MTFN.JK,4.0,5.0,25.0,5
2025-08-06,CLAY.JK,1105.0,1380.0,24.89,6
2025-08-06,COIN.JK,1210.0,1510.0,24.79,7
2025-08-06,MTWI.JK,328.0,400.0,21.95,8
2025-08-06,IKAN.JK,105.0,128.0,21.9,9
2025-08-06,DOOH.JK,142.0,171.0,20.42,10
2025-08-07,FUTR.JK,80.0,104.0,30.0,1
2025-08-07,KBLV.JK,72.0,92.0,27.78,2
2025-08-07,MBTO.JK,92.0,117.0,27.17,3
2025-08-07,SMGA.JK,93.0,118.0,26.88,4
2025-08-07,CSIS.JK,83.0,105.0,26.51,5
2025-08-07,SOSS.JK,420.0,525.0,25.0,6
2025-08-07,COIN.JK,1510.0,1880.0,24.5,7
2025-08-07,RAAM.JK,270.0,336.0,24.44,8
2025-08-07,PPRI.JK,198.0,236.0,19.19,9
2025-08-07,BATR.JK,86.0,101.0,17.44,10
2025-08-08,INDX.JK,75.0,94.0,25.33,1
2025-08-08,SOSS.JK,525.0,655.0,24.76,2
2025-08-08,PPRI.JK,236.0,294.0,24.58,3
2025-08-08,SMDM.JK,775.0,965.0,24.52,4
2025-08-08,DSSA.JK,65500.0,78600.0,20.0,5
2025-08-08,IMPC.JK,565.0,660.0,16.81,6
2025-08-08,DKFT.JK,755.0,880.0,16.56,7
2025-08-08,SURE.JK,3740.0,4350.0,16.31,8
2025-08-08,PEVE.JK,384.0,446.0,16.15,9
2025-08-08,KETR.JK,242.0,278.0,14.88,10
2025-08-11,CHEM.JK,78.0,105.0,34.62,1
2025-08-11,PPRE.JK,59.0,79.0,33.9,2
2025-08-11,FUTR.JK,111.0,147.0,32.43,3
2025-08-11,BRNA.JK,670.0,835.0,24.63,4
2025-08-11,ARTA.JK,2940.0,3660.0,24.49,5
2025-08-11,WEGE.JK,51.0,63.0,23.53,6
2025-08-11,MLPT.JK,43000.0,51600.0,20.0,7
2025-08-11,BULL.JK,129.0,152.0,17.83,8
2025-08-11,CITY.JK,100.0,116.0,16.0,9
2025-08-11,MDLN.JK,53.0,61.0,15.09,10
2025-08-12,TNCA.JK,138.0,186.0,34.78,1
2025-08-12,DKHH.JK,78.0,105.0,34.62,2
2025-08-12,PPRE.JK,79.0,106.0,34.18,3
2025-08-12,GRPH.JK,50.0,67.0,34.0,4
2025-08-12,IMPC.JK,660.0,825.0,25.0,5
2025-08-12,INRU.JK,665.0,830.0,24.81,6
2025-08-12,UANG.JK,218.0,272.0,24.77,7
2025-08-12,BBYB.JK,288.0,352.0,22.22,8
2025-08-12,JKON.JK,78.0,95.0,21.79,9
2025-08-12,ZYRX.JK,136.0,164.0,20.59,10
2025-08-13,BELL.JK,52.0,70.0,34.62,1
2025-08-13,GRPH.JK,67.0,90.0,34.33,2
2025-08-13,KAQI.JK,50.0,67.0,34.0,3
2025-08-13,NTBK.JK,50.0,67.0,34.0,4
2025-08-13,SLIS.JK,56.0,75.0,33.93,5
2025-08-13,PNSE.JK,700.0,875.0,25.0,6
2025-08-13,UANG.JK,272.0,340.0,25.0,7
2025-08-13,DKHH.JK,105.0,131.0,24.76,8
2025-08-13,GEMA.JK,100.0,124.0,24.0,9
2025-08-13,CRSN.JK,114.0,136.0,19.3,10
2025-08-14,IOTF.JK,83.0,112.0,34.94,1
2025-08-14,GSMF.JK,56.0,75.0,33.93,2
2025-08-14,TOSK.JK,50.0,64.0,28.0,3
2025-08-14,WIRG.JK,126.0,160.0,26.98,4
2025-08-14,IDPR.JK,218.0,272.0,24.77,5
2025-08-14,UANG.JK,340.0,424.0,24.71,6
2025-08-14,JAST.JK,91.0,113.0,24.18,7
2025-08-14,LIFE.JK,8250.0,9900.0,20.0,8
2025-08-14,ASPI.JK,294.0,352.0,19.73,9
2025-08-14,KAQI.JK,67.0,79.0,17.91,10
2025-08-15,KBLV.JK,98.0,132.0,34.69,1
2025-08-15,UANG.JK,424.0,530.0,25.0,2
2025-08-15,MFIN.JK,770.0,960.0,24.68,3
2025-08-15,INPP.JK,790.0,980.0,24.05,4
2025-08-15,DPUM.JK,53.0,65.0,22.64,5
2025-08-15,LIFE.JK,9900.0,11875.0,19.95,6
2025-08-15,ARGO.JK,1460.0,1735.0,18.84,7
2025-08-15,GSMF.JK,75.0,87.0,16.0,8
2025-08-15,WIRG.JK,160.0,181.0,13.13,9
2025-08-15,MTFN.JK,8.0,9.0,12.5,10
2025-08-19,BEER.JK,100.0,135.0,35.0,1
2025-08-19,KBLV.JK,132.0,178.0,34.85,2
2025-08-19,MAYA.JK,193.0,260.0,34.72,3
2025-08-19,CSIS.JK,96.0,129.0,34.38,4
2025-08-19,ASLC.JK,71.0,95.0,33.8,5
2025-08-19,BAIK.JK,97.0,122.0,25.77,6
2025-08-19,MFIN.JK,960.0,1200.0,25.0,7
2025-08-19,MINE.JK,505.0,630.0,24.75,8
2025-08-19,LPPS.JK,69.0,85.0,23.19,9
2025-08-19,SCMA.JK,234.0,284.0,21.37,10
2025-08-20,CENT.JK,100.0,135.0,35.0,1
2025-08-20,ACST.JK,90.0,121.0,34.44,2
2025-08-20,BWPT.JK,130.0,166.0,27.69,3
2025-08-20,MFIN.JK,1200.0,1500.0,25.0,4
2025-08-20,SOSS.JK,540.0,675.0,25.0,5
2025-08-20,DATA.JK,1895.0,2360.0,24.54,6
2025-08-20,UANG.JK,530.0,660.0,24.53,7
2025-08-20,JARR.JK,805.0,1000.0,24.22,8
2025-08-20,SAPX.JK,298.0,370.0,24.16,9
2025-08-20,GZCO.JK,114.0,139.0,21.93,10
